id,eng__001,eng__002,eng__003,afr__001,afr__002,afr__003,zul__001,zul__002,zul__003,zul__004,xho__001,xho__002,xho__003,xho__004,xho__005,xho__006,ssw__001,ssw__002,ssw__003,ssw__004,nde__001,nde__002,nde__003
dsac_ns_nguni_00743,electric plug,,,elektriese prop,,,iplaki kagesi,,,,iplagi yombane,,,,,,ipulagi,,,,iplaga yegezi,,
dsac_ns_nguni_00744,electric shock,shock,,elektriese skok,,,ukubanjwa ugesi,ukushokheka,,,ukuxhuzulwa ngumbane,ukutshiswa ngumbane,,,,,kushokheka,kuzintilwa ngugezi,,,ukuroga,,
dsac_ns_nguni_00745,electric socket,socket,,elektriese sok,,,isixhumaplaki,isikhoxo sikagesi,isokhethi,,isokethi yombane,,,,,,isokhethi yagezi,,,,isokhethi,,
dsac_ns_nguni_00746,electric spark,,,elektriese vonk,,,inhlansi kagesi,,,,intlantsi yombane,,,,,,inhlasi yagezi,,,,isahlela legezi,,
dsac_ns_nguni_00747,electric stove,,,elektriese stoof,,,isitofu sikagesi,,,,isitovu sombane,,,,,,sitofu sagezi,,,,isitofu segezi,,
dsac_ns_nguni_00748,electric wire,,,elektriese draad,,,intambo kagesi,uwaya,,,intambo yombane,,,,,,intsambo yagezi,,,,intambo yegezi,,
dsac_ns_nguni_00749,electrocution,,,doodskok,elektrokusie,,ukubulala ngogesi,,,,ukubulawa ngumbane,,,,,,kubulawa ngugezi,,,,ukubulawa yigezi,,
dsac_ns_nguni_00750,electrolysis,,,elektrolise,,,ukucwenga usawoti ngogesi,ukusawota,,,ukuguqulwa kwamandla ombane,ukulungelelanisa,,,,,kucwenga sawoti ngagezi,i-elekhthrolisisi,,,i-elekthrolisisi,,
dsac_ns_nguni_00751,electrolyte,,,elektroliet,,,umbhubhudlogesi,umbhubhudlo wokudlulisa ugesi,,,ulwelo oluhambisa umbane,amanzi ebhetri,,,,,sengcisigezi lesimanti,i-elekhthrolayithi,,,i-elekthrolayithi,,
dsac_ns_nguni_00752,electromagnet,,,elektromagneet,,,uzibuthegesi,,,,uzibuthe,umazibuthe,imagnethi yombane,,,,tibutse wagezi,,,,uzibuthe wegezi,,
dsac_ns_nguni_00753,electron,,,elektron,,,inhlansi,i-elekthroni,,,ielektroni,,,,,,i-elekthroni,,,,ithorotjhagalo,,
dsac_ns_nguni_00754,electronic adj.,,,elektronies,,,ngobunhlansi,,,,ene-elektroni,enesuntswana elinesitsalimbane,,,,,-sa-elekthronikhi,,,,-elekthroniki,,
dsac_ns_nguni_00755,electronic system,,,elektroniese stelsel,,,uhlelo lukagesi,,,,uqhagamshelwano ngokweelektroni,,,,,,indlela ye-elekthronikhi,,,,irherho eli-elekthroniki,,
dsac_ns_nguni_00756,electroplating,,,elektroplateerwerk,elektroplatering,,ukwemboza ngensimbi,,,,ukwaleka umcwe wepeyintiusebenzisa umbane,ukupeyinta ngombane,,,,,kuhuca ngasawoti wagezi,,,,ukwembesa ngesimbi,ukweleka ngesimbi,
dsac_ns_nguni_00757,electrostatic force,,,elektrostatiese krag,,,amandla kagesi ngokuhhudlana,umfutho kagesi ngokuhhudlana,,,isitsalane esibumbane,,,,,,emandla e-elekthrostethiki,,,,amandla wegezimlalela,,
dsac_ns_nguni_00758,element {chemistry},,,element,,,-ngehlukaniseki,,,,ielementi,ilungu,,,,,sitsako semvelo,,,,i-elementhi,,
dsac_ns_nguni_00759,element {electronics},,,element,,,isishisisi sikagesi,,,,ielementi,intsinjana enikezela ubushushu bombane,,,,,i-elementi,,,,i-elementhi,,
dsac_ns_nguni_00760,elephant,,,olifant,,,indlovu,,,,indlovu,,,,,,indlovu,,,,indlovu,,
dsac_ns_nguni_00761,ellipse n.,,,ellips,,,imbulunga,,,,mbhoxo,,,,,,kusalicandza,,,,isingaqanda,,
dsac_ns_nguni_00762,elliptical,,,ellipsvormig,,,-sambulunga,,,,embhoxo,,,,,,-salicandza,,,,-saqanda,,
dsac_ns_nguni_00763,email,electronic mail,,e-pos,elektroniese pos,,umbikombani,isiqoqelalwazimbiko,iposisiqoqelalwazi,i-imeyeli,uqhagamshelwano ngekhompyutha,i-imeyile,,,,,i-imeyili,,,,iposo ngethungelelwanohlanganiso,iposo nge-inthanethi,
