id,eng__001,eng__002,eng__003,afr__001,afr__002,afr__003,zul__001,zul__002,zul__003,zul__004,xho__001,xho__002,xho__003,xho__004,xho__005,xho__006,ssw__001,ssw__002,ssw__003,ssw__004,nde__001,nde__002,nde__003
dsac_ns_nguni_02336,stream n.,,,stroom,,,umfudlana,umchachazo,,,umsinga,umfula,,,,,umfudlana,,,,isifudlana,,
dsac_ns_nguni_02337,strength,,,sterkte,,,amandla,,,,amandla,,,,,,emandla,,,,amandla,,
dsac_ns_nguni_02338,stretch v.,,,rek,,,-nweba,,,,ukutweza,ukunweba,,,,,nweba,elula,,,elula,thabulula,
dsac_ns_nguni_02339,string n.,,,tou,lyn,,intambo,,,,umtya,,,,,,intsambo,,,,intambo,umtiya,
dsac_ns_nguni_02340,strip n.,,,strook,,,umdweshu,,,,umcwe,,,,,,umtiya,intsambo,,,umtletlana,,
dsac_ns_nguni_02341,strip v.,,,afstroop,,,-dweshula,-dabula,-embula,-klebhula,ukuhlubula,,,,,,cata,khumula,ebula,hlubula,hlubulisa,,
dsac_ns_nguni_02342,stripe,,,streep,,,umthende,,,,umgca,,,,,,umushi,umudvwa,,,umthalambala,,
dsac_ns_nguni_02343,strong wind,,,sterk wind,,,isiphepho,isivunguvungu,,,umoya obhudlayo,,,,,,umoya lomkhulu,,,,isivunguvungu,,
dsac_ns_nguni_02344,structure n.,,,struktuur,,,isakhiwo,umumo,,,isakhiwo,ukumila,,,,,sakhiwo,simo,,,isakhiwo,,
dsac_ns_nguni_02345,strut n.,,,stut,,,insika,,,,intsika,,,,,,insika,,,,isika,,
dsac_ns_nguni_02346,sturdy,,,stewig,,,-qinile,-namandla,-zabalazayo,,eyomeleleyo,,,,,,lokucinile,,,,-qinileko,-bambelelako,
dsac_ns_nguni_02347,style n. {of a flower},,,styl,,,uthi lwesizalo sembali,,,,uluthi lwesizalo sentyatyambo,,,,,,sitalo sembali,,,,ilithi lesizalo,isitayela,
dsac_ns_nguni_02348,substance,,,stof,,,utho,,,,into,,,,,,lutfo,,,,into,,
dsac_ns_nguni_02349,subsurface water,underground water,,grondwater,ondergrondse water,,amanzi angaphansi komhlaba,,,,umthombo,,,,,,siyalu,,,,amanzi wangaphasi,,
dsac_ns_nguni_02350,suckle,,,soog,,,-ncelisa,,,,ncancisa,,,,,,munyisa,,,,munyisa,,
dsac_ns_nguni_02351,suction,,,suiging,suigkrag,,ukumunca,,,,ufunxo,,,,,,kumunya,,,,ukudosa,,
dsac_ns_nguni_02352,suffocate,,,versmoor,,,-cinanisa,-minyanisa,-khuthelanisa,,ukufuthanisela,,,,,,futselana,,,,ukubulawa simuku,,
dsac_ns_nguni_02353,sugar,,,suiker,,,ushukela,,,,iswekile,,,,,,shukela,,,,itjhukela,iswigiri,
dsac_ns_nguni_02354,sugar cane,,,suikerriet,,,umoba,,,,izele leswekile,,,,,,umoba,,,,umoba,,
dsac_ns_nguni_02355,sugar crystal,,,suikerkristal,,,inhlayiya kashukela,,,,uhlalutye lweswekile,ukhozo lweswekile,,,,,tihlavu tashukela,,,,itsetserana letjhukela,,
dsac_ns_nguni_02356,sugar mill,,,suikermeule,,,isigayo sikashukela,umshini kashukela,,,umzi-mveliso weswekile,,,,,,umshini washukela,sigayo sashukela,,,isigayo setjhukela,,
dsac_ns_nguni_02357,sugar plantation,,,suikerplantasie,,,isimoba,insimu kamoba,,,amasimi eswekile,,,,,,simoba,,,,isimu yomoba,,
dsac_ns_nguni_02358,suitable ground {e.g. agriculture},,,geskikte grond,,,insimu,,,,umhlaba olungileyo,umhlaba omhle,,,,,umhlaba lolungele,,,,indawo ekhethekileko,,
dsac_ns_nguni_02359,sulphur,,,swael,,,isibabuli,,,,isibabile,,,,,,sibabuli,,,,isalfa,,
dsac_ns_nguni_02360,sulphur dioxide,,,swaeldioksied,,,isibabuli sedayokisayidi,isalfa dayokisayidi,,,umsi wesibabile,umsi wesalfure,,,,,isalfa dayoksaydi,idayoksayidi yesibaluli,,,isalfadiyoksayidi,,
dsac_ns_nguni_02361,sulphuric acid,,,swaelsuur,,,i-esidi yesibabuli,isalfurokhi esidi,,,iasidi yesibabile,,,,,,mamunywane wesibaluli,isalfarikhi esidi,,,isidlavuzi esibusalfarigi,isalfrigi esidi,
dsac_ns_nguni_02362,summer,,,somer,,,ihlobo,,,,ihlobo,,,,,,lihlobo,,,,ihlobo,,
dsac_ns_nguni_02363,summer rainfall region,,,somerreënvalstreek,,,isifunda sezimvula zasehlobo,,,,ummandla weemvula zehlobo,,,,,,sifundza semvula yasehlobo,,,,indawo yezulu lehlobo,,
dsac_ns_nguni_02364,summer vegetable,,,somergroente,,,imifino yasehlobo,,,,imifuno yasehlotyeni,,,,,,sibhidvo sasehlobo,,,,umrorho wehlobo,,
dsac_ns_nguni_02365,sun,,,son,,,ilanga,,,,ilanga,,,,,,lilanga,,,,ilanga,,
dsac_ns_nguni_02366,sunbird,,,suikerbekkie,,,incuncu,,,,ingcungcu,,,,,,incwincwi,,,,unolanga,,
dsac_ns_nguni_02367,sunflower plant,,,sonneblomplant,,,ujikanelanga,ubhekilanga,,,ujongilanga,,,,,,bhekilanga,jikanelanga,,,ujikanelanga,usonebhlomu,
dsac_ns_nguni_02368,sunflower seed,,,sonneblomsaad,,,imbewu kajikanelanga,imbewu kabhekilanga,,,imbewu kajongilanga,,,,,,inhlanyelo yajikanelanga,inhlanyelo yabhekilanga,,,imbewu kajikanelanga,imbewu kasonebhlomu,
dsac_ns_nguni_02369,sunlight,,,sonlig,,,ukukhanya kwelanga,,,,ukukhanya kwelanga,,,,,,kukhanya kwelilanga,,,,umkhanyo welanga,,
dsac_ns_nguni_02370,supersonic,,,supersonies,,,-shiyamsindo,,,,-namendu,,,,,,-shiyamsindvo,,,,suphasonogi,-nebelo kunomdumo,
dsac_ns_nguni_02371,supple,,,soepel,,,-nwebekayo,-thambile,,,-thambileyo,-vobekayo,,,,,-vumako,-gobekako,,,-gobekako,,
dsac_ns_nguni_02372,supplement,,,aanvulling,,,isithasiselo,isingezelelo,isinezezelo,,isongezelelo,,,,,,sengeto,sichibiyelo,,,isengezo,isengezelelo,
dsac_ns_nguni_02373,supply n.,,,voorraad,,,izimpahla,impahla,,,inkxaso,isibonelelo,,,,,tidzingo,liphakelo,,,umthambo,,
dsac_ns_nguni_02374,supply v.,,,verskaf,lewer,,-nika,-pha,,,ukunika,ukubonelela,ukuxhasa,,,,niketela,,,,nikela,,
dsac_ns_nguni_02375,support n.,,,stut,,,insika,,,,isisekelo,,,,,,sisekelo,insika,,,isisekelo,isithekghi,
dsac_ns_nguni_02376,support v.,,,ondersteun,,,-phasa,-seka,,,ukuxhasa,ukusekela,,,,,sekela,simisa,,,sekela,thekgha,
dsac_ns_nguni_02377,surf v. {the Internet},,,swerf,deurblaai,,-hlwaya,,,,ukufuna,ukukhangela,,,,,hlola,bukisisa,hlunga,,zumazuma,,
dsac_ns_nguni_02378,surface n.,,,oppervlak,,,ingaphezulu,,,,umphezulu,,,,,,lingephandle,lingetulu,,,ingaphezulu,,
dsac_ns_nguni_02379,surface area,,,oppervlakte,,,ingaphandle,,,,umphezulu,,,,,,incenye yelingaphandle,,,,indawo engaphezulu,,
dsac_ns_nguni_02380,surface water,,,oppervlakwater,,,amanzi angaphezu komhlaba,,,,amanzi angaphezulu,,,,,,emanti langetulu,,,,amanzi wangaphezulu,,
dsac_ns_nguni_02381,surround v.,,,omring,,,-kokelezela,-zungelezela,,,ukungqonga,ukujikeleza,ukurhangqa,,,,tungeleleta,jikeleta,,,zombeleza,,
dsac_ns_nguni_02382,surroundings,,,omgewing,,,indawo okuyo,indawo ophila kuyo,,,okusingqongileyo,imeko-bume,,,,,indzawo,budzebudvute,,,amabala,ibhoduluko,
dsac_ns_nguni_02383,survive,,,oorleef,,,-phila,,,,ukuphila,ukumelana,ukusinda,,,,phila,sindza,,,sinda,phila,
dsac_ns_nguni_02384,suspend,,,hang,,,-lengisa,-gaxa,,,ukuxhoma,ukujingisa,,,,,misa,lengisa,,,lengisa,jamisa,
dsac_ns_nguni_02385,suspender,,,hanger,,,izinsika,isasipenda,,,isixhasi,isibambi,,,,,sisekelo,sisemisi,,,isithekghi,,
dsac_ns_nguni_02386,suspension {e.g. a vehicle},,,suspensie,vering,,isasipenishini,,,,izixhasi,izibambi,,,,,isasipenshini,,,,isasipentjhini,,
dsac_ns_nguni_02387,suspension {e.g. experiments},,,suspensie,,,ingxube ezikayo,,,,umxube wezinto ezinganyibilikanga,,,,,,isasipenshini,,,,isasipentjhini,,
dsac_ns_nguni_02388,suspension bridge,,,swaaibrug,sweefbrug,hangbrug,utebetebe,,,,umchankcatho,,,,,,tebetebe,,,,ibhulurho elilengako,,
dsac_ns_nguni_02389,sustain,,,onderhou,,,-gcina,,,,ukugcina,,,,,,gcina,cinisa,sekela,,kghodhlelela,bambelela,
dsac_ns_nguni_02390,swallow n. {bird},,,swaeltjie,,,inkonjane,,,,inkonjane,,,,,,inkonjane,,,,ikonjani,,
dsac_ns_nguni_02391,swallow v. {food},,,sluk,,,-gwinya,,,,ukuginya,,,,,,mita,gwinya,,,ginya,,
dsac_ns_nguni_02392,sweet pea,,,pronkertjie,,,uphizi,,,,ierityisi,,,,,,imbali yeswithiphiye,iswithiphiye,,,i-eritjisi,,
dsac_ns_nguni_02393,sweet potato,,,patat,,,ubhatata,,,,ibhatata,,,,,,bhatata,,,,ibhutata,,
dsac_ns_nguni_02394,swell v.,,,swel,,,-vuvuka,,,,ukudumba,,,,,,vuvuka,khukhumuka,,,vuvuka,,
dsac_ns_nguni_02395,swim v.,,,swem,,,-bhukuda,,,,ukuqubha,ukudada,,,,,hlamba,,,,duda,,
dsac_ns_nguni_02396,swing n.,,,swaai,,,umjikelo,uzwingi,,,ujingi,,,,,,umjikeni,,,,umjinko,,
dsac_ns_nguni_02397,switch n.,,,skakelaar,,,inkinobho kagesi,isiqhafazo,isiciphizo,,iqhosha lombane,,,,,,sifacato,inkhinobho,iswishi,,iswitjhi,,
dsac_ns_nguni_02398,switch v.,,,skakel,,,-qhafaza,-ciphiza,,,ukucofa,,,,,,chafata,facata,,,switjha,,
dsac_ns_nguni_02399,symbol n. {e.g. drawing symbols},,,simbool,,,uphawu,,,,umqondiso,isimboli,,,,,luphawu,sifanekiso,,,itshwayo,,
dsac_ns_nguni_02400,symmetrical,,,simmetries,,,-fana nxazombili,,,,ezilinganayo,,,,,,-linganako,-fanisekako,,,-bambekako bulingana,,
dsac_ns_nguni_02401,symmetry,,,simmetrie,,,ukufana nxazombili,,,,ukulingana kwezinto,,,,,,kufanana,kulingana,,,uncambili,,
dsac_ns_nguni_02402,synthetic adj.,,,sinteties,,,-kokuzenzela,,,,uzenzele,,,,,,-lokwentiwe,-ntfombumbulu,,,mazenzela,,
dsac_ns_nguni_02403,synthetic fabric,,,sintetiese stof,,,indwangu yokuzenzela,,,,uzenzele welaphu,,,,,,indvwangumbumbulu,,,,itjhila lesinthethikhi,,
dsac_ns_nguni_02404,synthetics,,,sintetiese stowwe,,,umkhiqizo wokuzenzela,,,,uzenzele wezinto,,,,,,imikhicitombumbulu,,,,isinthethiksi,,
dsac_ns_nguni_02405,syringe,,,spuit,,,isifutho somjovo,isirinji,,,isirinji,,,,,,umjovo,isirinji,,,isirinji,,
dsac_ns_nguni_02406,syrup,,,stroop,,,usulubha,,,,incindi,,,,,,tiligi,isiraphu,,,isitrubhu,,
dsac_ns_nguni_02407,system,,,stelsel,,,uhlelo,,,,isixokelelwano,,,,,,indlela,inchubo,,,irherho,,
dsac_ns_nguni_02408,table,,,tabel,,,ithebhula,ithebula,,,isicwangciso,isidweliso,,,,,lithebula,,,,ithebula,,
dsac_ns_nguni_02409,tabulate,,,tabelleer,tabuleer,,-beka ngohla,-beka ngononina,,,ukucwangcisa,,,,,,hlela ngekwelithebula,,,,hlela ngokwethebula,,
dsac_ns_nguni_02410,tackle n. {hoisting},,,takelstel,,,izintambo zokuphakamisa,,,,iintambo zenqanawe,,,,,,kuthekula,,,,irherhorobhomdoso,ithekili,
dsac_ns_nguni_02411,tadpole,,,paddavis,,,ushobishobi,unoshobishobi,,,isabonkolo,unojubalala,,,,,sicocomsila,loshobishobi,,,ikolobejani,,
dsac_ns_nguni_02412,tail,,,stert,,,umsila,,,,umsila,,,,,,umsila,,,,umsila,,
dsac_ns_nguni_02413,tail feather,,,stertveer,,,isisila,,,,isisila,,,,,,sisila,,,,iinsiba zomsila,,
dsac_ns_nguni_02414,tail fin,,,stertvin,,,isigwedlo esisemsileni,,,,umsila wentlanzi,,,,,,sisila senhlanti,sisilaphiko,,,isigwedlo somsila,,
dsac_ns_nguni_02415,take-off n. {e.g. aircraft},,,opstyg,,,ukusuka,,,,ukusuka,,,,,,kusuka,kuphakama,,,isikimo,iphakamo,
dsac_ns_nguni_02416,take off v. {e.g. aircraft},,,opstyg,,,-suka,,,,suka,,,,,,suka,phakama,,,sikima,phakama,
dsac_ns_nguni_02417,talon,,,klou,,,uzipho,,,,uzipho lokuxhwila,,,,,,luzipho,ludlawu,,,idladla,,
dsac_ns_nguni_02418,tame adj.,,,mak,,,-fuywayo,,,,-lulamileyo,,,,,,-gotjisiwe,-fuyiwe,,,-magileko,,
dsac_ns_nguni_02419,tame bird,,,mak voël,,,inyoni efuywayo,,,,intaka elulamileyo,,,,,,inyoni legotjisiwe,,,,inyoni emagileko,,
dsac_ns_nguni_02420,tank,,,tenk,,,ithange,ithangwe,ithanki,,itanki,,,,,,lithange,,,,itanka,imbayimbayi,
dsac_ns_nguni_02421,tanker,,,tenker,,,isithuthi sokusaketshezi,,,,isithuthi semithwalo engamanzi,,,,,,ilolithange,sitfutsithange,,,ithenka,,
dsac_ns_nguni_02422,tap n.,,,kraan,,,umpompi,,,,impompo,itephu,,,,,impompi,,,,ipompi,ipompo,ithebhe
dsac_ns_nguni_02423,tape measure,,,meetband,meetlint,maatband,ibhande lokukala,itheyiphu,,,isixhobo sokulinganisa,isixhobo sokumeta,,,,,libhande lekulinganisa,ithephu yekulinganisa,,,isimedi,itheyibhusilinganisi,
dsac_ns_nguni_02424,tape recorder,,,bandopnemer,,,isiqophamazwi,,,,isishicileli-lizwi,iteyipu,,,,,sitfwebulavi,,,,isiqophimezwi,,
dsac_ns_nguni_02425,taproot,,,penwortel,,,impandemsuka,,,,ingcambu engundoqo,ingcambu ehlayo,,,,,impandzemsuka,,,,umrabhu omkhulu,,
dsac_ns_nguni_02426,tap-root system,,,penwortelstelsel,,,inxanxathela yezimpande,,,,isixokelelwano sengcambu ehlayo,isixokelelwano sengcambu engundoqo,,,,,indlela yemphandzemsuka,,,,umrabhu omkhulu onemirajana,,
dsac_ns_nguni_02427,tap water,,,kraanwater,,,amanzi kampompi,,,,amanzi empompo,amanzi etephu,,,,,emanti empompi,,,,amanzi wepompi,,
dsac_ns_nguni_02428,target market,,,teikenmark,,,abathengi abahlosiwe,abathengi abaqondiwe,,,abathengi ekujoliswe kubo,abasenzisi-nkonzo ekujoliswe kubo,,,,,imakethe lebukiwe,imakethe lehlosiwe,,,umnqophothengiso,,
dsac_ns_nguni_02429,tartaric acid,,,wynsteensuur,,,isimuncwana,ithatharikhi esidi,,,isimuncisi,ithatharikhi,,,,,mamunyane wethathariki,simunyuzane sethathariki,,,itatariki,,
dsac_ns_nguni_02430,taste n.,,,smaak,,,ukunambitha,,,,incasa,,,,,,kunambitsa,,,,inambitho,,
dsac_ns_nguni_02431,taste v.,,,proe,,,-nambitha,,,,ukungcamla,,,,,,nambitsa,,,,nambitha,zwa,
dsac_ns_nguni_02432,taste n. {flavour},,,smaak,,,ukunambitha,,,,ukunambitheka,,,,,,kunambitseka,,,,izwakalo,inambitho,
dsac_ns_nguni_02433,tasteless,,,smaakloos,,,-nganambitheki,-duma,,,-javujavu,-ngenancasa,,,,,-nganambitseki,-dvuma,,,-duma,-ngazwakaliko,
dsac_ns_nguni_02434,taut adj. {e.g. rope},,,styfgespan,,,-donsekile,,,,eqinileyo,,,,,,-dvonsekile,-ntsalekile,,,-doseke ngho,,
dsac_ns_nguni_02435,tear v.,,,skeur,,,-klebhula,-dabula,,,ukukrazula,,,,,,dzabula,klebhula,,,rharhula,rathula,dabula
dsac_ns_nguni_02436,technique,,,tegniek,,,icebo,isu,iqhinga,,isakhono,,,,,,buciko,ithekhnikhi,,,ithekiniki,ikghonakaliso,
dsac_ns_nguni_02437,technological capability,,,tegnologiese vaardigheid,,,ulwazi lwezobuchwepheshe,,,,ukubanobuchwepheshe,isakhono seteknoloji,,,,,buchwepheshekwenta,,,,ikghono lobuthekiniki,,
dsac_ns_nguni_02438,technological literacy,,,tegnologiese geletterdheid,,,ulwazi ngezobuchwepheshe,,,,ubuchwepheshe,,,,,,lwatibuchwepheshe,,,,ilwazi ngethekinoloji,,
dsac_ns_nguni_02439,technological process,,,tegnologiese proses,,,ukuthuthukisa ezobuchwepheshe,,,,inkqubo yobuchwepheshe,,,,,,inchubobuchwepheshe,,,,ikambiso yethekinoloji,,
dsac_ns_nguni_02440,technology,,,tegnologie,,,ubuchwepheshe,,,,izifundo zobuchwepheshe,izifundo zeteknoloji,,,,,buchwepheshe,ithekinoloji,,,ithekhinoloji,,
dsac_ns_nguni_02441,teeth,,,tande,,,izinyo,,,,izinyo,,,,,,litinyo,,,,izinyo,,
dsac_ns_nguni_02442,telephone,,,telefoon,,,ucingophonic,,,,umabonakude,imfono-mfono,,,,,lucingo,ithelefoni,,,umtato,,
dsac_ns_nguni_02443,television set,television,TV,televisiestel,,,umabonakude,ithelevishini,,,umabonakude,,,,,,mabonakhashane,ithelevishini,TV,,i-TV,umabonwakude,
dsac_ns_nguni_02444,temper v. {steel},,,temper,,,-shisa insimbi,-shisa ubumba,,,ukuqinisa,,,,,,sawotisa,tiyisa,,,-omisa,bhaga,
dsac_ns_nguni_02445,temperature,,,temperatuur,,,izingakushisa,,,,iqondo lobushushu okanye elokubanda,,,,,,lizingakushisa,,,,izinga lokutjhisa,,
dsac_ns_nguni_02446,template,,,patroon,maatplaat,,isifanekiso,,,,isixhobo sokusika,umlinganiselo,,,,,tifanekiso,ithempulethi,,,iforomo,,
dsac_ns_nguni_02447,tendril,,,rank,,,intandela,,,,umnxeba,imbijela,umlibo,,,,intongolotelo,,,,isikakarelo,ithendrili,
dsac_ns_nguni_02448,tensile force,,,trekkrag,,,umfutho wamandla wokunwebekayo,,,,ukutsaleka,,,,,,umfutfokuntsala,,,,amandla wokurega,,
dsac_ns_nguni_02449,tensile strength,,,treksterkte,,,amandla okunwebeka,,,,amandla anokutsala,,,,,,emandlakuntsala,,,,irego,,
dsac_ns_nguni_02450,tension {e.g. mechanics, strength of materials},,,spanning,,,ukuqinisa,,,,okuqina,,,,,,kuntsala,,,,inghangheko,,
dsac_ns_nguni_02451,tension meter,,,spanningsmeter,,,isikali somfutho,,,,isixhobo sokuvavanya ukuqina,ukumeta ukuqina,,,,,silinganisikuntsala,,,,isimedinghangheko,,
dsac_ns_nguni_02452,tent,,,tent,,,itende,,,,intente,,,,,,lithende,,,,itende,,
dsac_ns_nguni_02453,tent peg,,,tentpen,,,isikhonkwane setende,,,,isikhonkwane sentente,,,,,,sikhonkwane selithende,,,,isikhonkwani,,
dsac_ns_nguni_02454,terminal n. {electricity},,,terminaal,,,itheminali,,,,isinxibelelanisi sogqithisombane,itheminali,,,,,itheminali,,,,itlha,ipente,
dsac_ns_nguni_02455,terminal n. {battery},,,aansluitklamp,aansluiter,,itheminali,,,,isinxibelelanisi sogqithisombane,isitsali-mbane selahle,,,,,itheminali,,,,itheminali,,
dsac_ns_nguni_02456,terminal adj. {technical},,,terminaal,,,-komkhawulo,,,,encamini,,,,,,-satheminali,,,,-sepenteni,,
dsac_ns_nguni_02457,terrarium,,,terrarium,,,ithange lofishi,ithange lezinhlanzi,,,isigcini-ndalo,,,,,,itherariyamu,,,,ithereriyamu,,
dsac_ns_nguni_02458,test v.,,,toets,,,-hlola,-vivinya,,,ukuvavanya,,,,,,hlola,,,,hlola,linga,
dsac_ns_nguni_02459,test n.,,,toets,,,ukuhlola,isivivinyo,ukuvivinya,,uvavanyo,,,,,,kuhlola,,,,ihlolo,umlingo,
dsac_ns_nguni_02460,test tube,,,proefbuis,,,ingilazi yokuhlola,,,,iglasi yovavanyo,,,,,,lishubhu lekuhlola,,,,ithestitjhubhu,,
dsac_ns_nguni_02461,textile,,,tekstiel,tekstielstof,,indwangu,,,,ilaphu,isiziba selaphu,,,,,indvwangu,,,,itjhila,,
dsac_ns_nguni_02462,texture,,,tekstuur,,,ubunjalo,,,,ubume bento,,,,,,bunjalo,,,,ubunjalo,,
dsac_ns_nguni_02463,thermal n.,,,warm lugstroom,,,ishisandlu,,,,umsinga womoya oshushu,,,,,,umsinga loshisako,,,,iphephethomtjhiso,ithemali,
dsac_ns_nguni_02464,thermal adj.,,,termies,,,-sashisandlu,,,,-nobushushu,,,,,,-samsinga loshisako,,,,-nomtjhiso,-phathelene nomtjhiso,
dsac_ns_nguni_02465,thermal conductivity,,,warmtegeleidingsvermoë,,,okudlulisa ukushisa,,,,ugqithiselo-bushushu,,,,,,hambisa kushisa,,,,ikghono lokukhambisa umtjhiso,,
dsac_ns_nguni_02466,thermal expansion,,,termiese uitsetting,warmte-uitsetting,,ukunwebeka ngokushisa,,,,ukwandiswa bubushushu,,,,,,kukhukhumukiswa kushisa,kukhukhunyetwa kushisa,,,ikhukhumalisomtjhiso,,
dsac_ns_nguni_02467,thermometer,,,termometer,,,isikalakushisa,ithemomitha,,,isixhobo sokumentesha ubushushu,isixhobo sokulinganisa ubushushu,isixhobo sokumeta ubushushu,ithemometha,,,silinganisi kushisa,ithemomitha,,,ithemomitha,isimedimtjhiso,
dsac_ns_nguni_02468,thermoplastics,thermoplastic,,termoplastiek,,,ucwazikushisa,ithemoplasitiki,,,ithemoplastikhi,,,,,,ithemoplastiki,ithemoplasitiki,,,ithemopulastiki,,
dsac_ns_nguni_02469,thermostat,,,termostaat,,,isilawulakushisa,ithemositati,,,isixhobo esilawula ubushushu,ithemostati,,,,,ithemostati,,,,ithemostati,,
dsac_ns_nguni_02470,thiamine,,,tiamien,,,isakhamzimba,ithayamini,,,isakha-mzimba esiyithayamini,,,,,,ithiyamani,,,,i-thiamine,,
dsac_ns_nguni_02471,thin air,,,dun lug,,,umoya olula,,,,impepho,umoya oneoksijini encinci,,,,,moyalula,,,,ummoya obulula,,
dsac_ns_nguni_02472,thistle,,,distel,,,ikhakhasi,,,,ikhakakhaka,,,,,,umdolofiya,,,,ikhakhasi,,
dsac_ns_nguni_02473,thorn,,,doring,,,iva,,,,imeva,,,,,,linyeva,,,,iliva,inyeva,
dsac_ns_nguni_02474,thorn apple,stinkblaar,,stinkblaar,,,iloyi,,,,umthuma,,,,,,lijoye,,,,usotokolo,,
dsac_ns_nguni_02475,thorn-tree,,,doringboom,,,ugagane,umsasane,umkhamba,,umnga,,,,,,sihlahla semanyeva,,,,umunga,,
dsac_ns_nguni_02476,thread n.,,,garing,,,uhala,umucu,ukotini,,umsonto,,,,,,umtiya,,,,irhara,itlhali,intambo
dsac_ns_nguni_02477,threaten v.,,,dreig,,,-beka engozini,-songela,,,ukugrogrisa,ukoyikisa,,,,,sabisa,tfusa,,,thusela,-esabisa,
dsac_ns_nguni_02478,three-cord wire,,,driedraadkoord,driedraad- elektriese koord,,okumacalantathu,okusilinganisontathu,,,untambo-ntathu wombane,,,,,,ikhodi lemicuntsatfu,,,,umkhungo ontambontathu,,
dsac_ns_nguni_02479,three-dimensional,,,driedimensioneel,,,umacalantathu,isilinganisontathu,,,eneenkangeleko ezintathu,,,,,,-sahlangotsintsatfu,,,,-hlangothintathu,-ncantathu,
dsac_ns_nguni_02480,three-pin plug,,,driepuntprop,,,ipulaki elimilenzentathu,,,,iplagi yemingxunya emithathu,,,,,,ipulagi letikhalantsatfu,,,,iplaga emazinyomathathu,,
dsac_ns_nguni_02481,three-wire cord,three-wire electrical cord,three-cord wire,driedraadkoord,driedraad- elektriese koord,,okumacalantathu,okusilinganisontathu,,,untambo-ntathu wombane,,,,,,ikhodi lemicuntsatfu,,,,umkhungo ontambontathu,,
dsac_ns_nguni_02482,thunderstorm,,,donderstorm,,,ukuduma kwezulu,,,,isiphango,,,,,,siphepho,,,,isiwuruwururarambo,,
dsac_ns_nguni_02483,tidal energy,,,getyenergie,,,umfutho wegagasi,,,,umbane otsalwa emazeni,,,,,,emandla emagagasi,,,,amandla wethayidi,,
dsac_ns_nguni_02484,tidal power station,,,getykragstasie,,,isiphehlo sikagesi sasolwandle,,,,isikhululo sombane otsalwa emazeni,,,,,,siteshi sagezi wemagagasi,,,,iphawa yethayidi,,
dsac_ns_nguni_02485,tide,,,gety,,,igagasi,ibuya,amaza,,amaza,,,,,,libuya,,,,ithayidi,,
dsac_ns_nguni_02486,tiger,,,tier,,,ihlosi,,,,ingwe,,,,,,ingwemishi,,,,ingwe,,
dsac_ns_nguni_02487,tighten v. {e.g. screws},,,aandraai,vasdraai,,-qinisa,-bopha,,,ukuqinisa,,,,,,kulufela,cinisa,,,qinisa,bopha,
dsac_ns_nguni_02488,tile n.,,,teël,,,ithayela,,,,ithayili,,,,,,lithayilisi,,,,ithayela,,
dsac_ns_nguni_02489,tilt v.,,,kantel,,,-ketula,-tshekisa,,,ukuthambekisa,,,,,,tjekisa,,,,tjhigamisa,,
dsac_ns_nguni_02490,timber,,,timmerhout,,,ipulangwe,,,,iplanga,,,,,,lipulango,lugodvo,,,isigodo,amaplanka,
dsac_ns_nguni_02491,time limit,,,tydsbeperking,,,isikhathi esinqunyiwe,,,,ixesha elisikiweyo,,,,,,sikhatsi lesibekiwe,,,,isikhathi esibekiweko,,
dsac_ns_nguni_02492,time switch,,,tydskakelaar,,,okuvala ngesikhathi,,,,iqhosha elilawula ixesha,,,,,,iswishi letintjintjako,,,,iswitjhi yelawulosikhathi,,
dsac_ns_nguni_02493,timing circuit,,,tydreëlkring,,,okusebenza ngesikhathi,,,,isekethe elawula ixesha,,,,,,isekhethi yekwephutisa,isekhethi yekucaphela sikhatsi,,,isekhethi yelawulosikhathi,,
dsac_ns_nguni_02494,tin n. {metallic element},,,tin,,,ithini,,,,icangca,inkcenkce,,,,,ithini,,,,ithini,,
dsac_ns_nguni_02495,tin n. {container for food},,,blik,,,ikopi,ithini,,,inkonkxa,itoti,umxobo,,,,sikotela,,,,ithini,ibhlege,
dsac_ns_nguni_02496,tinsnips,,,blikskêr,,,isikelo sokhethe,isikelo sothayela,,,isikere sokusika inkcenkce,,,,,,tikelothini,,,,isikere sethini,isikere sesenke,
dsac_ns_nguni_02497,tip n.,,,top,punt,,ichopho,isihloko,,,incam,,,,,,sihloko,,,,itlha,ipente,
dsac_ns_nguni_02498,tissue {e.g. nervous tissue},,,weefsel,,,inyama,isicubu,,,isihlunu,,,,,,sicubu,ithishu,,,inyama,ithitjhu,
dsac_ns_nguni_02499,toad,,,platanna,,,ingxangxa,idwi,umjamu,,ixoxo,,,,,,sinana,,,,isirhwerhwe,idlamedlu,idlhamedlhu
dsac_ns_nguni_02500,toaster,,,broodrooster,,,isigazingisinkwa,,,,isikroqi-sonka,ithosta,,,,,ithostha,,,,isikhanzingi,isikhazingi,
dsac_ns_nguni_02501,toe,,,toon,,,uzwani,,,,uzwane,,,,,,lutwane,,,,izwani,,
dsac_ns_nguni_02502,tolerate,,,verdra,,,-bekezela,-melana,,,ukunyamezela,,,,,,beketela,mela,,,bekezela,,
dsac_ns_nguni_02503,tomato,,,tamatie,,,utamatisi,,,,itumato,,,,,,litamatisi,,,,itamati,,
dsac_ns_nguni_02504,ton,long ton,,imperiale ton,,,ithani,,,,itoni,,,,,,lithani,,,,ithani,,
