id,eng__001,eng__002,eng__003,afr__001,afr__002,afr__003,ven__001,ven__002,ven__003,ven__004,tso__001,tso__002,tso__003,tso__004,tso__005,tso__006,tso__007
dsac_ns_4to6_02346,subsurface water,underground water,,grondwater,ondergrondse water,,maḓi a fhasi,,,,nthavelo,ximbyarumbyaru,mati ya le hansi ka misava,,,,
dsac_ns_4to6_02347,suckle,,,soog,,,mamisa,,,,an’wisa,-mamisa,,,,,
dsac_ns_4to6_02348,suction,,,suiging,suigkrag,,mutswonzwo,,,,ntswongo,,,,,,
dsac_ns_4to6_02349,suffocate,,,versmoor,,,fa nga tshipfundamuya,,,,talelwa,tlimbeka,,,,,
dsac_ns_4to6_02350,sugar,,,suiker,,,swigiri,tshugela,,,chukele,,,,,,
dsac_ns_4to6_02351,sugar cane,,,suikerriet,,,movha,mphwe,,,mova,,,,,,
dsac_ns_4to6_02352,sugar crystal,,,suikerkristal,,,thoro dza swigiri,thoro dza tshugela,,,gadi ra chukele,ndzoho ya chukele,,,,,
dsac_ns_4to6_02353,sugar mill,,,suikermeule,,,tshigayo tsha swigiri,tshigayo tsha tshugela,,,xigayo xa chukele,,,,,,
dsac_ns_4to6_02354,sugar plantation,,,suikerplantasie,,,tsiṅwa ya movha,,,,nsimu ya mova,,,,,,
dsac_ns_4to6_02355,suitable ground {e.g. agriculture},,,geskikte grond,,,mavu o fanelaho,,,,misava yo fanela,,,,,,
dsac_ns_4to6_02356,sulphur,,,swael,,,salfa,,,,salifa,,,,,,
dsac_ns_4to6_02357,sulphur dioxide,,,swaeldioksied,,,salfa daioksaidi,,,,dayokisayidi-xivavula,dayokisayidi-salifa,,,,,
dsac_ns_4to6_02358,sulphuric acid,,,swaelsuur,,,salferiki esidi,,,,asidi ya salifariki,xivavula xa salifariki,,,,,
dsac_ns_4to6_02359,summer,,,somer,,,tshilimo,,,,ximumu,,,,,,
dsac_ns_4to6_02360,summer rainfall region,,,somerreënvalstreek,,,dzingu ḽa mvula ya tshilimo,,,,ndhawu ya mpfula ya ximumu,,,,,,
dsac_ns_4to6_02361,summer vegetable,,,somergroente,,,miroho ya tshilimo,,,,matsavu ya ximumu,,,,,,
dsac_ns_4to6_02362,sun,,,son,,,ḓuvha,,,,dyambu,,,,,,
dsac_ns_4to6_02363,sunbird,,,suikerbekkie,,,tshiṋoni tshiṱuku,phinimini,,,nyenyana,,,,,,
dsac_ns_4to6_02364,sunflower plant,,,sonneblomplant,,,mulivhaḓuvha,,,,xiluva xa oyili,ximila xa xiluva xa dyambu,,,,,
dsac_ns_4to6_02365,sunflower seed,,,sonneblomsaad,,,mbeu ya mulivhaḓuvha,,,,mbewu ya xiluva xa oyili,,,,,,
dsac_ns_4to6_02366,sunlight,,,sonlig,,,masana,tshedza tsha ḓuvha,maṱalazaza,,masana,ku vonakala,ku vonakala ka dyambu,,,,
dsac_ns_4to6_02367,supersonic,,,supersonies,,,tsha luvhilo,,,,xa rivilo ku tlula mpfumawulo,,,,,,
dsac_ns_4to6_02368,supple,,,soepel,,,leḓaho,,,,xo tsanyukatsanyuka,,,,,,
dsac_ns_4to6_02369,supplement,,,aanvulling,,,tshiswikisedzi,tshiengedzi,,,xiengeteri,xitlhandlekelo,,,,,
dsac_ns_4to6_02370,supply n.,,,voorraad,,,ṋetshedzo,,,,nkavelo,mphakelo,,,,,
dsac_ns_4to6_02371,supply v.,,,verskaf,lewer,,ṋetshedza,,,,phakela,avela,,,,,
dsac_ns_4to6_02372,support n.,,,stut,,,thikho,,,,xiphandze,phuphu,,,,,
dsac_ns_4to6_02373,support v.,,,ondersteun,,,-tika,,,,seketela,,,,,,
dsac_ns_4to6_02374,surf v. {the Internet},,,swerf,deurblaai,,fhenḓa,,,,ku lavisisa,ku valanga,,,,,
dsac_ns_4to6_02375,surface n.,,,oppervlak,,,vhunnḓa,,,,vuandlalo,riandlalo,,,,,
dsac_ns_4to6_02376,surface area,,,oppervlakte,,,muelo wa nyalo,,,,byandlalo,,,,,,
dsac_ns_4to6_02377,surface water,,,oppervlakwater,,,maḓi a nnḓa,,,,mati,,,,,,
dsac_ns_4to6_02378,surround v.,,,omring,,,-tingedzela,,,,rhendzela,,,,,,
dsac_ns_4to6_02379,surroundings,,,omgewing,,,vhupo,fhethu,,,ndhawu,,,,,,
dsac_ns_4to6_02380,survive,,,oorleef,,,hanya,ponya,tshila,,ku hanya,,,,,,
dsac_ns_4to6_02381,suspend,,,hang,,,fhahea,nembeledza,,,ku hayeka,,,,,,
dsac_ns_4to6_02382,suspender,,,hanger,,,tshifhahei,,,,xihayeki,,,,,,
dsac_ns_4to6_02383,suspension {e.g. a vehicle},,,suspensie,vering,,tshinembeledzi,,,,sasipenxini,swihayeki,,,,,
dsac_ns_4to6_02384,suspension {e.g. experiments},,,suspensie,,,muvanganyo,muvango,,,swilavi,,,,,,
dsac_ns_4to6_02385,suspension bridge,,,swaaibrug,sweefbrug,hangbrug,burohophahewa,,,,buloho ro hayekiwa,,,,,,
dsac_ns_4to6_02386,sustain,,,onderhou,,,bveledza,tsireledza,,,hlayisa,,,,,,
dsac_ns_4to6_02387,swallow n. {bird},,,swaeltjie,,,ṱhambelamaḓi,,,,nyenga,mbewulana,ndzewulana,,,,
dsac_ns_4to6_02388,swallow v. {food},,,sluk,,,-mila,,,,mita,,,,,,
dsac_ns_4to6_02389,sweet pea,,,pronkertjie,,,eregisi,,,,erekisi,,,,,,
dsac_ns_4to6_02390,sweet potato,,,patat,,,murambo,,,,nhlata,,,,,,
dsac_ns_4to6_02391,swell v.,,,swel,,,-zwimba,,,,pfimba,,,,,,
dsac_ns_4to6_02392,swim v.,,,swem,,,-bambela,,,,hlambela,khida,bukuxa,,,,
dsac_ns_4to6_02393,swing n.,,,swaai,,,devhu,,,,mjombe,muchinginya,nchinginya,,,,
dsac_ns_4to6_02394,switch n.,,,skakelaar,,,switshi,,,,swichi,xilumeki,,,,,
dsac_ns_4to6_02395,switch v.,,,skakel,,,switsha,-funga,,,tima,lumeka,,,,,
dsac_ns_4to6_02396,symbol n. {e.g. drawing symbols},,,simbool,,,tshiga,,,,mfungho,nhlanga,xikombo,xiyimelo,,,
dsac_ns_4to6_02397,symmetrical,,,simmetries,,,phandakati,,,,xo ringanisiwa,,,,,,
dsac_ns_4to6_02398,symmetry,,,simmetrie,,,tsha phandakati,,,,ndzingano,,,,,,
dsac_ns_4to6_02399,synthetic adj.,,,sinteties,,,-vhumbwaho,-sikwaho,,,xa xiendliwa,,,,,,
dsac_ns_4to6_02400,synthetic fabric,,,sintetiese stof,,,tshivhumbwatshiedziswa,,,,xiendliwa xa xikhemikhali,,,,,,
dsac_ns_4to6_02401,synthetics,,,sintetiese stowwe,,,zwivhumbwanyedziselwa,,,,swiendliwa,,,,,,
dsac_ns_4to6_02402,syringe,,,spuit,,,sirinzi,,,,sirinji,xitswongi,xitlhaveti,,,,
dsac_ns_4to6_02403,syrup,,,stroop,,,bwindi,,,,sirapu,,,,,,
dsac_ns_4to6_02404,system,,,stelsel,,,sisṱeme,,,,sisiteme,,,,,,
dsac_ns_4to6_02405,table,,,tabel,,,thebuḽu,,,,nongonoko,nxaxameto,,,,,
dsac_ns_4to6_02406,tabulate,,,tabelleer,tabuleer,,vhekanya,,,,xaxameta,longoloxa,,,,,
dsac_ns_4to6_02407,tackle n. {hoisting},,,takelstel,,,thakhulo,,,,xiphikuli,,,,,,
dsac_ns_4to6_02408,tadpole,,,paddavis,,,buḽuvhuḽu,,,,vuluvulu,,,,,,
dsac_ns_4to6_02409,tail,,,stert,,,mutshila,,,,ncila,xipesu,xisuka,xipulu,,,
dsac_ns_4to6_02410,tail feather,,,stertveer,,,muthengasima,,,,risiva,,,,,,
dsac_ns_4to6_02411,tail fin,,,stertvin,,,mvekisi ya mutshilani,,,,xicapila,,,,,,
dsac_ns_4to6_02412,take-off n. {e.g. aircraft},,,opstyg,,,thakhuwo,,,,ntlakuko,,,,,,
dsac_ns_4to6_02413,take off v. {e.g. aircraft},,,opstyg,,,-takuwa,,,,tlakuka,,,,,,
dsac_ns_4to6_02414,talon,,,klou,,,ṋala ya ngovhe,,,,rhuva,,,,,,
dsac_ns_4to6_02415,tame adj.,,,mak,,,-ḽeraho,,,,xo lerha,,,,,,
dsac_ns_4to6_02416,tame bird,,,mak voël,,,tshiṋoni tsho ḽeraho,,,,nyenyana yo lerha,,,,,,
dsac_ns_4to6_02417,tank,,,tenk,,,thannge,,,,thangi,,,,,,
dsac_ns_4to6_02418,tanker,,,tenker,,,thannge,thannga,,,xifambisa swihalaki,,,,,,
dsac_ns_4to6_02419,tap n.,,,kraan,,,thephe,,,,pompi,,,,,,
dsac_ns_4to6_02420,tape measure,,,meetband,meetlint,maatband,theophi ya u ela,tshieli,,,thepi yo pima,,,,,,
dsac_ns_4to6_02421,tape recorder,,,bandopnemer,,,theophirekhoda,,,,xiteka-marito,,,,,,
dsac_ns_4to6_02422,taproot,,,penwortel,,,mudzimusina,,,,rimitsu-nkulu,rimitsu-simeka,,,,,
dsac_ns_4to6_02423,tap-root system,,,penwortelstelsel,,,sisṱeme ya mudzimusina,,,,sisiteme ya rimitsu-nkulu,,,,,,
dsac_ns_4to6_02424,tap water,,,kraanwater,,,maḓi a thepheni,maḓi a bommbini,,,mati ya pompi,,,,,,
dsac_ns_4to6_02425,target market,,,teikenmark,,,maketemutiwa,maragamutiwa,,,vaxavi lava kongomiweke,,,,,,
dsac_ns_4to6_02426,tartaric acid,,,wynsteensuur,,,ṱhaṱhariki,,,,thathariki,asidi ya thathariki,,,,,
dsac_ns_4to6_02427,taste n.,,,smaak,,,muthetshelo,,,,nantswo,,,,,,
dsac_ns_4to6_02428,taste v.,,,proe,,,-thetshela,,,,nantswa,ringa,,,,,
dsac_ns_4to6_02429,taste n. {flavour},,,smaak,,,vha na muthetshelo,,,,nxawulo,nantswo,,,,,
dsac_ns_4to6_02430,tasteless,,,smaakloos,,,-si na muthetshelo,,,,xo phyama,xo ke nantswo,,,,,
dsac_ns_4to6_02431,taut adj. {e.g. rope},,,styfgespan,,,-akhaho,,,,xo tiya,,,,,,
dsac_ns_4to6_02432,tear v.,,,skeur,,,-kherula,,,,handzula,,,,,,
dsac_ns_4to6_02433,technique,,,tegniek,,,thekhiniki,,,,endlelo,,,,,,
dsac_ns_4to6_02434,technological capability,,,tegnologiese vaardigheid,,,vhukoni ha zwa theknoḽodzhi,,,,vuswikoti bya thekinoloji,,,,,,
dsac_ns_4to6_02435,technological literacy,,,tegnologiese geletterdheid,,,pfunzo ya zwa theknoḽodzhi,,,,vutivi bya thekinoloji,,,,,,
dsac_ns_4to6_02436,technological process,,,tegnologiese proses,,,maitele a zwa theknoḽodzhi,,,,swa thekinoloji,,,,,,
dsac_ns_4to6_02437,technology,,,tegnologie,,,theknoḽodzhi,,,,thekinoloji,,,,,,
dsac_ns_4to6_02438,teeth,,,tande,,,maṋo,,,,tino,,,,,,
dsac_ns_4to6_02439,telephone,,,telefoon,,,luṱingo,,,,riqingo,thelefoni,,,,,
dsac_ns_4to6_02440,television set,television,TV,televisiestel,,,TV,,,,thelevhixini,xigila-mukhuva,,,,,
dsac_ns_4to6_02441,temper v. {steel},,,temper,,,-khwaṱha,,,,fula,vumba,,,,,
dsac_ns_4to6_02442,temperature,,,temperatuur,,,thempharetsha,,,,mahisele,,,,,,
dsac_ns_4to6_02443,template,,,patroon,maatplaat,,thempḽeithi,,,,xo tsema,,,,,,
dsac_ns_4to6_02444,tendril,,,rank,,,lutande,,,,rixotse,,,,,,
dsac_ns_4to6_02445,tensile force,,,trekkrag,,,nungo dzo vhumbwaho nga u tatamuwa,,,,matimba yo tsanyuka,,,,,,
dsac_ns_4to6_02446,tensile strength,,,treksterkte,,,maanḓa a u tatamuwa,,,,ntsanyuko,,,,,,
dsac_ns_4to6_02447,tension {e.g. mechanics, strength of materials},,,spanning,,,vhuakhi,vhuvhambi,,,matiyelo,,,,,,
dsac_ns_4to6_02448,tension meter,,,spanningsmeter,,,tshikalavhuakhi,tshikalavhuathi,,,xipima-matiyelo,,,,,,
dsac_ns_4to6_02449,tent,,,tent,,,dennde,,,,tende,,,,,,
dsac_ns_4to6_02450,tent peg,,,tentpen,,,tshifaradennde,,,,mhingu ya tende,,,,,,
dsac_ns_4to6_02451,terminal n. {electricity},,,terminaal,,,theminaḽa,,,,theminali,,,,,,
dsac_ns_4to6_02452,terminal n. {battery},,,aansluitklamp,aansluiter,,theminaḽa,,,,theminali,,,,,,
dsac_ns_4to6_02453,terminal adj. {technical},,,terminaal,,,-ya magumoni,,,,xa makumu,,,,,,
dsac_ns_4to6_02454,terrarium,,,terrarium,,,thereriamu,,,,therariyamu,,,,,,
dsac_ns_4to6_02455,test v.,,,toets,,,-linga,,,,kambela,,,,,,
dsac_ns_4to6_02456,test n.,,,toets,,,ndingo,,,,xikambelwana,,,,,,
dsac_ns_4to6_02457,test tube,,,proefbuis,,,thestitshubu,,,,xikambelelo,,,,,,
dsac_ns_4to6_02458,textile,,,tekstiel,tekstielstof,,sila,,,,lapi,,,,,,
dsac_ns_4to6_02459,texture,,,tekstuur,,,vhuvha,,,,maolovelo na makhwaxelo,,,,,,
dsac_ns_4to6_02460,thermal n.,,,warm lugstroom,,,lutsinga lwa muya lu fhisaho,,,,moya wo hisa,,,,,,
dsac_ns_4to6_02461,thermal adj.,,,termies,,,-fhisaho,,,,xo hisa,,,,,,
dsac_ns_4to6_02462,thermal conductivity,,,warmtegeleidingsvermoë,,,phirisamufhiso,,,,mfambiso wa ku hisa,,,,,,
dsac_ns_4to6_02463,thermal expansion,,,termiese uitsetting,warmte-uitsetting,,khukhumudzo ya mufhiso,,,,ndlandlamuko hi ku hisa,,,,,,
dsac_ns_4to6_02464,thermometer,,,termometer,,,thyemomitha,,,,xipima-mahiselo,,,,,,
dsac_ns_4to6_02465,thermoplastics,thermoplastic,,termoplastiek,,,thyemopuḽasiṱiki,,,,vuendli bya pulasitiki,,,,,,
dsac_ns_4to6_02466,thermostat,,,termostaat,,,thyemosṱati,,,,xilawula-mahiselo,,,,,,
dsac_ns_4to6_02467,thiamine,,,tiamien,,,thyamaini,,,,xa vhitamini B,,,,,,
dsac_ns_4to6_02468,thin air,,,dun lug,,,mufheseṱwa,mufhemusekene,,,moya wo kayivela okisijini,,,,,,
dsac_ns_4to6_02469,thistle,,,distel,,,shashe,,,,ghwandha,,,,,,
dsac_ns_4to6_02470,thorn,,,doring,,,mupfa,,,,mutwa,,,,,,
dsac_ns_4to6_02471,thorn apple,stinkblaar,,stinkblaar,,,thorn apple,,,,xitokorofiya,mudorho,,,,,
dsac_ns_4to6_02472,thorn-tree,,,doringboom,,,muri wa mupfa,,,,murhi wa mitwa,,,,,,
dsac_ns_4to6_02473,thread n.,,,garing,,,muḓali,harane,,,harani,njara,rinya,,,,
dsac_ns_4to6_02474,threaten v.,,,dreig,,,-shushedza,,,,chavisa,chaviseta,xungeta,,,,
dsac_ns_4to6_02475,three-cord wire,,,driedraadkoord,,,khodo ya thambo tharu,,,,ntambhu ya gezi,,,,,,
dsac_ns_4to6_02476,three-dimensional,,,driedimensioneel,,,tsha masia mararu,,,,xa matlhelo manharhu,,,,,,
dsac_ns_4to6_02477,three-pin plug,,,driepuntprop,,,plaka ya maṋo mararu,,,,pulaka ya meno manharhu,,,,,,
dsac_ns_4to6_02478,three-wire cord,three-wire electrical cord,three-cord wire,driedraad- elektriese koord,,,khodo ya thambo tharu,,,,ntambhu ya gezi,,,,,,
dsac_ns_4to6_02479,thunderstorm,,,donderstorm,,,mvula ya mibvumo,,,,ximbhembhe,,,,,,
dsac_ns_4to6_02480,tidal energy,,,getyenergie,,,fulufulu ḽa magabelo,,,,matimba ya dyigandlati,,,,,,
dsac_ns_4to6_02481,tidal power station,,,getykragstasie,,,tshiṱitshi tsha fulufulu ḽa maḓi,,,,xitichi xa gezi xa dyigandlati,,,,,,
dsac_ns_4to6_02482,tide,,,gety,,,gabelo,,,,dyigandlati,,,,,,
dsac_ns_4to6_02483,tiger,,,tier,,,didingngwe,,,,yingwe,,,,,,
dsac_ns_4to6_02484,tighten v. {e.g. screws},,,aandraai,vasdraai,,-vhofha,sombela,,,boha,,,,,,
dsac_ns_4to6_02485,tile n.,,,teël,,,thaiḽi,,,,xileti,,,,,,
dsac_ns_4to6_02486,tilt v.,,,kantel,,,-kunama,,,,voyamisa,,,,,,
dsac_ns_4to6_02487,timber,,,timmerhout,,,bulannga,thanda,,,pulanga,,,,,,
dsac_ns_4to6_02488,time limit,,,tydsbeperking,,,tshifhinga tsho tiwaho,,,,nkarhi lowu pimiweke,nkarhi lowu rhiyiweke,,,,,
dsac_ns_4to6_02489,time switch,,,tydskakelaar,,,switshi i langaho tshifhinga,,,,swichi ya nkarhi,,,,,,
dsac_ns_4to6_02490,timing circuit,,,tydreëlkring,,,sekhethe i langaho tshifhinga,,,,sekete yo rhiya nkarhi,,,,,,
dsac_ns_4to6_02491,tin n. {metallic element},,,tin,,,thini,,,,thini,,,,,,
dsac_ns_4to6_02492,tin n. {container for food},,,blik,,,tshikoṱikoṱi,,,,xikotikoti,thini,,,,,
dsac_ns_4to6_02493,tinsnips,,,blikskêr,,,tshigero tsha mazennge,tshigero tsha masennge,,,xigerho,xitsema-mathini,,,,,
dsac_ns_4to6_02494,tip n.,,,top,punt,,ṱhodzi,,,,xitontswi,nthodzwi,,,,,
dsac_ns_4to6_02495,tissue {e.g. nervous tissue},,,weefsel,,,thishu,,,,tinyama,,,,,,
dsac_ns_4to6_02496,toad,,,platanna,,,ḓula,,,,khutla,,,,,,
dsac_ns_4to6_02497,toaster,,,broodrooster,,,thosṱara,,,,thositara,xirimbi,,,,,
dsac_ns_4to6_02498,toe,,,toon,,,tshikunwane,,,,xikunwana,,,,,,
dsac_ns_4to6_02499,tolerate,,,verdra,,,konḓelela,,,,tiyisela,,,,,,
dsac_ns_4to6_02500,tomato,,,tamatie,,,ṱamaṱisi,,,,tamatisi,,,,,,
dsac_ns_4to6_02501,ton,long ton,,imperiale ton,,,thani,,,,thani,,,,,,
dsac_ns_4to6_02502,tongue,,,tong,,,lulimi,,,,ririmi,,,,,,
dsac_ns_4to6_02503,tool,,,gereedskap,werktuig,,tshishumiswa,,,,xitirho,,,,,,
dsac_ns_4to6_02504,tooth,,,tand,,,ḽiṋo,,,,tino,,,,,,
dsac_ns_4to6_02505,tooth cavity,,,karies,,,bako ḽa ḽiṋo,,,,baku ra tino,,,,,,
dsac_ns_4to6_02506,tooth decay,,,tandbederf,,,si na ha ḽiṋo,,,,ku bola ka tino,,,,,,
dsac_ns_4to6_02507,tooth-like leaf,,,getande blaar,,,ṱari ḽa maṋo,,,,tluka-xitino,,,,,,
dsac_ns_4to6_02508,topsoil,,,bogrond,,,mavu a nga nṱha,,,,risava,misava,,,,,
dsac_ns_4to6_02509,torch n.,,,flitslig,,,thotshi,,,,thoci,xisa,,,,,
dsac_ns_4to6_02510,tornado,,,tornado,,,thonado,ḓumbumazwikule,,,xidzedze,,,,,,
dsac_ns_4to6_02511,torque,,,wringkrag,,,thokhi,,,,matimba,,,,,,
dsac_ns_4to6_02512,torsion {mechanics},,,wringing,,,thosheni,,,,nsombholoto,,,,,,
dsac_ns_4to6_02513,tortoise,,,skilpad,,,tshibode,khamba,,,mfutsu,xibodze,,,,,
dsac_ns_4to6_02514,touch n.,,,tassintuig,,,u kwama,,,,nkhomo,,,,,,
dsac_ns_4to6_02515,toughness,,,taaiheid,,,nungo,,,,ku tiya,,,,,,
dsac_ns_4to6_02516,toxic,,,toksies,,,-limadzaho,vhulahaho,,,xa vuxungu,xa chefu,,,,,
dsac_ns_4to6_02517,tracing paper,,,natrekpapier,,,bammbiri ḽa u oledzela,,,,phepha ro landzelerisa,phepha ro kandziyisa,,,,,
dsac_ns_4to6_02518,tract n.,,,landstreek,,,tshipiḓa tsha shango,tshipiḓa tsha mavu,,,nsimu,,,,,,
dsac_ns_4to6_02519,tractor,,,trekker,,,ṱerekere,gandakanda,,,teretere,deredere,,,,,
dsac_ns_4to6_02520,trail n.,,,spoor,,,vhuṱala,,,,ntsombho,,,,,,
dsac_ns_4to6_02521,transfer n. {e.g. physics},,,oordrag,,,tsudzuluso,,,,hundzisela,,,,,,
dsac_ns_4to6_02522,transformer,,,transformator,,,thransfoma,,,,xihundzuli,,,,,,
dsac_ns_4to6_02523,transistor,,,transistor,,,thansista,tshirathisi,,,thiransisitara,,,,,,
dsac_ns_4to6_02524,translucent,,,deurskynend,,,tshifhirisatshedza,,,,xo hundzisa ku vonakala,,,,,,
dsac_ns_4to6_02525,transmission {radiant energy},,,transmissie,deurlating,,phirisafulufulu,thransimishini,,,ku hundzisa,fambisa,,,,,
dsac_ns_4to6_02526,transmission {radio signals},,,transmissie,,,vhurathisi,,,,ku fambisa,ku hundzisa,,,,,
dsac_ns_4to6_02527,transmit v. {radio signals},,,oorbring,transmitteer,,-rathisa,,,,hundzisa,fambisa,,,,,
dsac_ns_4to6_02528,transmit v. {radiant energy},,,uitstraal,,,-phirisa,,,,hundzisa,,,,,,
dsac_ns_4to6_02529,transmitter,,,sender,,,tshirathisi,,,,xihundzisi,xifambisi,,,,,
dsac_ns_4to6_02530,transparent {e.g. glass},,,deursigtig,,,tshivhonadzi,,,,vonikela,,,,,,
dsac_ns_4to6_02531,transpiration {e.g. plants},,,transpirasie,,,muḓimuwo,,,,ku dzuka,njuluko,,,,,
dsac_ns_4to6_02532,transplant n. {medical technology},,,oorplanting,,,tsimulotsiṅwa,,,,nsimeko wa xirho,,,,,,
dsac_ns_4to6_02533,transplant v. {plants},,,verplant,,,-simula,,,,simeka,simula,,,,,
dsac_ns_4to6_02534,transport v. {e.g. plants or water},,,vervoer,,,-vhuendisi,,,,tleketla,,,,,,
dsac_ns_4to6_02535,tray,,,skinkbord,,,tshifaredzi,ṱhirei,,,thireyi,,,,,,
dsac_ns_4to6_02536,tree,,,boom,,,muri,,,,murhi,nsinya,,,,,
dsac_ns_4to6_02537,tree trunk,trunk,,boomstam,,,tsinde,,,,nsinya,murhi,,,,,
dsac_ns_4to6_02538,tripod,,,driepoot,,,thraiphodo,,,,dirifuti,sweko,,,,,
dsac_ns_4to6_02539,trip switch,,,uitklinkskakelaar,,,switshi ya u wisa,,,,swichi yo lawula,,,,,,
dsac_ns_4to6_02540,troposphere,,,troposfeer,,,throphosifia,,,,tiroposifiya,,,,,,
dsac_ns_4to6_02541,trout,,,forel,,,ndungulu,,,,nhlampfi,,,,,,
dsac_ns_4to6_02542,trout hatchery,,,forelbroeiplek,,,vhufuwandungulu,thrauthi,,,vutlhotlhorheli bya tinhlampfi,,,,,,
dsac_ns_4to6_02543,trunk {anatomy},,,romp,,,mutumbu,,,,miri,,,,,,
dsac_ns_4to6_02544,tub,,,bak,,,thabu,,,,xindhichana,,,,,,
dsac_ns_4to6_02545,tube {experiments},,,buis,,,tshubu,,,,thumbu,chupu,,,,,
dsac_ns_4to6_02546,tuber,,,knol,bol,,khufhi,,,,rhanga,,,,,,
dsac_ns_4to6_02547,tubular,,,buisvormig,,,tsha tshubu,,,,xa xichupu,xa vuthumbu,,,,,
dsac_ns_4to6_02548,tuft,,,pol,,,tshidzhumba,,,,xihluthu,,,,,,
dsac_ns_4to6_02549,tuna,,,tuna,,,tshuna,,,,tuna {nhlampfi},,,,,,
dsac_ns_4to6_02550,tungsten,,,wolfram,,,thanisteni,,,,nsimbhi,,,,,,
dsac_ns_4to6_02551,tuning button {radio},,,instelknop,,,tshiṱoḓatshiṱitshi,,,,kunupu ya xitichi,,,,,,
dsac_ns_4to6_02552,tunnel n.,,,tonnel,,,thanele,,,,muhocho,thanele,,,,,
dsac_ns_4to6_02553,turbine,,,turbine,,,mutshini wa thabani,,,,muchini,therebayini,,,,,
dsac_ns_4to6_02554,turpentine,,,terpentyn,,,thaphenthini,,,,xisusa-pende,,,,,,
dsac_ns_4to6_02555,turtle,,,waterskilpad,,,tshibode tsha maḓini,,,,gamba,xigamba,mfutsu,,,,
dsac_ns_4to6_02556,turtle dove,,,tortelduif,,,tshiivhanṱuṱu,tshiivhamuronzhe,,,tuva,,,,,,
dsac_ns_4to6_02557,twig,,,takkie,,,lutavhi,,,,xirhabyana,,,,,,
dsac_ns_4to6_02558,twin,,,tweeling,,,mafhaṱa,malwelavanḓa,,,hahlwa,,,,,,
dsac_ns_4to6_02559,twist v. {e.g. cables},,,vleg,,,-somba,,,,luka,,,,,,
dsac_ns_4to6_02560,twisting force,,,wringkrag,,,maanḓa o sombolola,,,,matimba yo chucha,matimba yo pfula,,,,,
dsac_ns_4to6_02561,two-dimensional,,,tweedimensioneel,,,tsha masiamavhili,,,,xa matlhelo mambirhi,,,,,,
dsac_ns_4to6_02562,typhoid fever,typhoid,,buiktifus,ingewandskoors,,thaifoidi,,,,thayifodo,,,,,,
dsac_ns_4to6_02563,tyre,,,buiteband,,,thaila,,,,thayere,,,,,,
dsac_ns_4to6_02564,ultraviolet radiation,,,ultravioletstraling,,,mufhiso wa althravayoḽethe,,,,mfambiso wa miseve ya alithiravhayilete,,,,,,
dsac_ns_4to6_02565,U-magnet,,,U-magneet,hoefmagneet,,maginethe wa U,,,,maginete ya U,,,,,,
dsac_ns_4to6_02566,umbilical cord,,,naelstring,,,mukovhori,,,,xinkavana,,,,,,
dsac_ns_4to6_02567,underutilize,,,onderbenut,,,sa shumiseswa,,,,ku tirhisa katsongo,,,,,,
dsac_ns_4to6_02568,underweight adj.,,,ondergewig,,,-tshaya tshileme,,,,xo ondza,,,,,,
dsac_ns_4to6_02569,unhealthy,,,ongesond,,,tsha tshaya mutakalo,,,,xo vabya,,,,,,
dsac_ns_4to6_02570,unisexual adj. {e.g. plants},,,eenslagtig,,,-tsha mbeu nthihi,,,,xa rimbewu rin’we,,,,,,
dsac_ns_4to6_02571,unit,,,eenheid,,,yunithi,,,,yuniti,,,,,,
dsac_ns_4to6_02572,unite v.,,,verenig,,,-ṱangana,,,,hlanganisa,,,,,,
dsac_ns_4to6_02573,unlike poles,unlike magnet poles,,ongelyknamige pole,ongelyknamige magneetpole,,matungo a sa fani,,,,matlhelo ya maginete yo hambana,,,,,,
dsac_ns_4to6_02574,unpolluted air,,,onbesoedelde lug,,,mufhe u songo tshikafhadzwaho,,,,moya wo tenga,,,,,,
dsac_ns_4to6_02575,unpolluted water,,,onbesoedelde water,,,maḓi a songo tshikafhadzwaho,,,,mati yo tenga,,,,,,
dsac_ns_4to6_02576,unsafe way,,,onveilige wyse,,,nḓila i songo vhulungeaho,,,,ndlela ya khombo,,,,,,
dsac_ns_4to6_02577,unsaturated,,,onversadig,,,tshi songo furaho,,,,xo n’oka,,,,,,
dsac_ns_4to6_02578,upper atmosphere,,,boonste atmosfeer,,,dzingamufhe ḽa nṱha,,,,moyakhubu-henhlahenhla,,,,,,
dsac_ns_4to6_02579,upper body,,,bolyf,,,muvhili wa nṱha,,,,miri,,,,,,
dsac_ns_4to6_02580,upper jaw,,,bokaak,,,luṱaha lwa nṱha,,,,rihlaya ra le henhla,,,,,,
dsac_ns_4to6_02581,upper level,,,bovlak,boonste vlak,,lufhera lwa nṱha,,,,ehenhla,,,,,,
dsac_ns_4to6_02582,uproot v.,,,ontwortel,,,-tupula,,,,simula,tsuvula,,,,,
dsac_ns_4to6_02583,uranium,,,uraan,,,yuraniamu,,,,yureniyamu,,,,,,
dsac_ns_4to6_02584,useful plant,,,nuttige plant,,,muri u shumiswaho,,,,ximilana xa nkoka,,,,,,
dsac_ns_4to6_02585,utensil,,,kombuisgerei,,,tshishumiswa,,,,xibye,,,,,,
dsac_ns_4to6_02586,uterus,womb,,baarmoeder,uterus,,mbumbelo,muḓi,,,xivelekelo,,,,,,
