id,eng__001,eng__002,eng__003,afr__001,afr__002,afr__003,ven__001,ven__002,ven__003,ven__004,tso__001,tso__002,tso__003,tso__004,tso__005,tso__006,tso__007
dsac_ns_4to6_02105,season,,,seisoen,,,khalaṅwaha,,,,nguva,,,,,,
dsac_ns_4to6_02106,sea water,,,seewater,,,maḓi a lwanzhe,,,,mati ya lwandle,,,,,,
dsac_ns_4to6_02107,second n.,s,,sekonde,s,,sekende,muthethe,,,sekoni,,,,,,
dsac_ns_4to6_02108,seed,,,saad,,,mbeu,thanga,,,mbewu,ndzoho,nhlampfu,,,,
dsac_ns_4to6_02109,seed bed,,,saadbed,,,tshiraba,,,,xibyalelo,ximiriselo,,,,,
dsac_ns_4to6_02110,seed box,,,saadkassie,,,bogisi ḽa tshiraba,tshifarambwanana,,,bokisi ra mbewu,mfuku ya mbewu,,,,,
dsac_ns_4to6_02111,seed-case,seed-capsule,,saadhuis,saadhuisie,,ganda ḽa mbeu,,,,xiphambati xa mbewu,,,,,,
dsac_ns_4to6_02112,seed-coat,,,saadhuid,,,lukanda lwa mbeu,,,,xiphambati xa mbewu,khamba ra mbewu,,,,,
dsac_ns_4to6_02113,seed-eater,,,saadeter,,,tshiḽambeu,,,,xidya-mbewu,,,,,,
dsac_ns_4to6_02114,seedling,,,saailing,saaiplant,,mbwanana,tshimedzwa,,,ximilana,,,,,,
dsac_ns_4to6_02115,seed-producing plant,,,saaddraende plant,,,tshibebambeu,tshiaṋwambeu,,,ximila xa mbewu,,,,,,
dsac_ns_4to6_02116,segment {insects or worms},,,segment,,,tshipiḓa,dungo,,,xiphemu,,,,,,
dsac_ns_4to6_02117,sense n.,,,sintuig,,,tshipfi,,,,switwi,,,,,,
dsac_ns_4to6_02118,sensing circuit {electronics},,,aanvoelkring,,,sekhethe ya vhupfi,,,,sekete yo sensa,,,,,,
dsac_ns_4to6_02119,sensor,,,sensor,,,vhupfi,,,,xisensi,sensara,,,,,
dsac_ns_4to6_02120,sepal,,,kelkblaar,,,sephaḽa,kuṱari,,,tluka,xifumbarheli,,,,,
dsac_ns_4to6_02121,separate v. {experiments},,,skei,,,-fhandekanya,-fhambanya,,,hambanyisa,,,,,,
dsac_ns_4to6_02122,sequential control,,,sekwensiële kontrole,,,ndangothevhekano,,,,malawulele hi ku landzelelana,,,,,,
dsac_ns_4to6_02123,series {electricity},,,serie,,,serisi,mutevhe,,,makhulukele ya gezi ya nandzelelano,,,,,,
dsac_ns_4to6_02124,serrated edge,,,getande rand,,,matungo a maṅeleṅedzha,,,,makumu ya ximeno,,,,,,
dsac_ns_4to6_02125,sewer,,,riool,,,mulonga wa maḓi,malaṱwa,,,phayiphi ya nkululo,,,,,,
dsac_ns_4to6_02126,sewerage,sewage,,riolering,,,soredzhi,,,,nkululo,,,,,,
dsac_ns_4to6_02127,sex,,,geslag,,,mbeu,,,,rimbewu,,,,,,
dsac_ns_4to6_02128,sexual reproduction,,,seksuele voortplanting,,,mbebo ya vhudzekani,,,,vutumbuluxi bya xinuna ni xisati,vutumbuluxi hi mbewu ya xinuna na xisati,,,,,
dsac_ns_4to6_02129,shade n.,,,skadu,,,murunzi,,,,ndzhuti,,,,,,
dsac_ns_4to6_02130,shadow,,,skaduwee,,,murunzi,,,,ndzhuti,,,,,,
dsac_ns_4to6_02131,shaft {of e.g. tool or instrument},,,greep,steel,,shafuthi,,,,mbhinyi,xikhomo,,,,,
dsac_ns_4to6_02132,shake v. {experiments},,,skud,,,-tzhukutsha,-kutzhakutzha,,,hlanganisela,dludla,,,,,
dsac_ns_4to6_02133,shallow,,,vlak,,,songo tsaho,,,,ku nga entangi,,,,,,
dsac_ns_4to6_02134,shape n.,,,vorm,,,tshivhumbeo,,,,xivumbeko,,,,,,
dsac_ns_4to6_02135,shape v.,,,vorm,,,-ṋea tshivhumbeo,,,,vumba,,,,,,
dsac_ns_4to6_02136,shaping,,,fatsoenering,,,shandukisa tshivhumbeo,,,,ku vumba,,,,,,
dsac_ns_4to6_02137,sharp,,,skerp,,,fhiraho,vha na ṱhodzi,,,ku kariha,ku tontswa,,,,,
dsac_ns_4to6_02138,shave v.,,,skeer,,,-vheula,palula,,,byevula,chevha,,,,,
dsac_ns_4to6_02139,shear force {mechanics},,,afskuiwing,skuifspanning,,maanḓa a u pwasha,,,,matimba yo rhetisa,,,,,,
dsac_ns_4to6_02140,shears,,,skaapskêr,,,ḽigero,,,,xigerho,xikerho,,,,,
dsac_ns_4to6_02141,sheath {plants},,,skede,,,ṱarithikho,,,,kamba,,,,,,
dsac_ns_4to6_02142,shed n.,,,skuur,,,shethe,zhazha,,,dladla,xedhe,,,,,
dsac_ns_4to6_02143,shed v.,,,afgooi,,,-ḓuvhudza,-wisa,,,dzudza,dzuvula,,,,,
dsac_ns_4to6_02144,sheep,,,skaap,,,nngu,,,,nyimpfu,,,,,,
dsac_ns_4to6_02145,shell,,,dop,,,gwangwa,ganda,,,kamba,,,,,,
dsac_ns_4to6_02146,shell-covered {e.g. tortoise},,,met ‘n dop,,,re na gwangwa,re na ganda,,,xa xiphambati,xa xele,xa kamba,,,,
dsac_ns_4to6_02147,shell-less {e.g. egg},,,doploos,,,tshayagwangwa,si na gwangwa,si na ganda,,xikala-kamba,xo ke kamba,,,,,
dsac_ns_4to6_02148,shell structure,,,paneelstruktuur,,,tshiimiswa nga magwangwa,,,,xivumbeko xa kamba,,,,,,
dsac_ns_4to6_02149,shiny,,,blink,,,penyaho,khanyaho,,,xo vangama,xo n’wetsima,xo hatima,,,,
dsac_ns_4to6_02150,shore,,,strand,,,khunzikhunzini,,,,ribuwu,,,,,,
dsac_ns_4to6_02151,short circuit n.,short,,kortsluiting,,,phambanyiso ya shotho,,,,nkavanyeto wa nkhuluko wa gezi,,,,,,
dsac_ns_4to6_02152,short-circuit v.,,,kortsluit,,,-shothisa,,,,nkavanyeto wa nkhuluko wa gezi,,,,,,
dsac_ns_4to6_02153,shrub,,,struik,,,tshiṱaka,,,,magungu,xijanana,,,,,
dsac_ns_4to6_02154,SI,Système International d’Unités,,SI,Système International d’Unités,,SI,,,,SI,,,,,,
dsac_ns_4to6_02155,Siamese twins,,,Siamese tweeling,,,malwelavanḓa a siamese,malwelavanḓa o ṱumanaho,,,mahahlwa ya Siamese,mahahlwa yo khomana,,,,,
dsac_ns_4to6_02156,side root,,,sywortel,,,matavhi a mudzi,,,,rimitsu-mpambuka,,,,,,
dsac_ns_4to6_02157,sideways,,,sywaarts,,,matungo,,,,matlhelo,,,,,,
dsac_ns_4to6_02158,sieve,,,sif,,,sefo,,,,sefo,,,,,,
dsac_ns_4to6_02159,sift v.,,,sif,,,-sefa,,,,hluta,sefa,,,,,
dsac_ns_4to6_02160,sight,,,sig,,,u vhona,,,,ku vona,,,,,,
dsac_ns_4to6_02161,signal n.,,,sein,,,ngafhadzo,tshieletshedzi,,,xitsundzuxo,xileriso,xikoweto,,,,
dsac_ns_4to6_02162,signal v.,,,sein,,,-afhadza,,,,koweta,tsundzuxa,,,,,
dsac_ns_4to6_02163,silhouette,,,silhoeët,,,dunzi,,,,ndzhuti,,,,,,
dsac_ns_4to6_02164,silicon,,,silikon,,,siḽikhoni,,,,silikhoni,,,,,,
dsac_ns_4to6_02165,silicone,,,silikoon,,,siḽikhounu,,,,silikhoni,,,,,,
dsac_ns_4to6_02166,silk {thread from silkworms},,,sy,,,siliga,,,,silika,,,,,,
dsac_ns_4to6_02167,silk {cloth},,,sy,,,sila,,,,silika,,,,,,
dsac_ns_4to6_02168,silkworm,,,sywurm,,,tshivhungu tsha siliga,,,,xivungu xa silika,,,,,,
dsac_ns_4to6_02169,silkworm egg,,,sywurmeier,,,gumba ḽa tshivhungu tsha siliga,,,,tandza ra xivungu xa silika,,,,,,
dsac_ns_4to6_02170,silkworm moth,,,sywurmmot,,,tshisusu tsha sunzi ḽa siliga,,,,phaphatana ra xivungu xa silika,,,,,,
dsac_ns_4to6_02171,silver,,,silwer,,,siḽiva,,,,silivhere,,,,,,
dsac_ns_4to6_02172,silver plating,,,silwerplatering,,,vhuḓodzasi;liva,,,,mphutselo hi silivhere,,,,,,
dsac_ns_4to6_02173,similar,,,eenders,,,fanaho,,,,swo fana,,,,,,
dsac_ns_4to6_02174,simmer,,,prut,,,xaxara,vholoma,,,virisa,phyaphyarhisa,byabyisa,,,,
dsac_ns_4to6_02175,simultaneous,,,tegelykertyd,terselfdertyd,,khathihi,mazha,,,hi nkarhi wun’we,xikan’we,,,,,
dsac_ns_4to6_02176,single,,,enkel,,,ṱhe,thihi,woga,,xin’we,,,,,,
dsac_ns_4to6_02177,sink v.,,,afsak,,,-ṋuvhela,-mbwandamela,-ṋupela,,mbombomela,dzika,nyupela,,,,
dsac_ns_4to6_02178,sisal,,,sisal,,,tshikwenga,musaga,,,byewu,,,,,,
dsac_ns_4to6_02179,site {e.g. building site},,,bouterrein,,,fhethu,,,,ndhawu,xivandla,,,,,
dsac_ns_4to6_02180,size,,,grootte,,,muelo,,,,mpimo,vukulu,sayizi,,,,
dsac_ns_4to6_02181,skeleton {bones of person or animal},,,skelet,,,muhangarambo,,,,nkongotlo,xikeletoni,,,,,
dsac_ns_4to6_02182,skeleton {basic structure of an object},,,skelet,,,muteo,,,,xikeletoni,,,,,,
dsac_ns_4to6_02183,sketch n.,,,skets,,,mvetamveto,tshiketshe,,,mpfampfarhuto,xikece,xifaniso,mpimaniso,,,
dsac_ns_4to6_02184,sketch v.,,,skets,,,-vetaveta,-talatadza,,,pfampfarhuta,,,,,,
dsac_ns_4to6_02185,skew,,,skeef,,,sendama,kombama,peama,,homboloka,khotseka,gombonyoka,,,,
dsac_ns_4to6_02186,skill {ability to do something well},,,vaardigheid,,,vhutsila,vhukoni,,,vuswikoti,,,,,,
dsac_ns_4to6_02187,skill {type of work or activity requiring special training and knowledge},,,vaardigheid,,,nḓivho,tshikili,,,vuswikoti,,,,,,
dsac_ns_4to6_02188,skin n.,,,vel,,,lukanda,mukumba,,,nhlonge,dzovo,,,,,
dsac_ns_4to6_02189,skull,,,skedel,,,dethele,,,,xipalapala,,,,,,
dsac_ns_4to6_02190,sky,,,lug,,,lutombo,,,,xibakabaka,tilo,,,,,
dsac_ns_4to6_02191,slaked lime,,,gebluste kalk,,,ḽaimi yo kamiswaho,ḽaimi yo ṋukadzwaho,,,kalaka yo endla hi mati,,,,,,
dsac_ns_4to6_02192,slaughter v.,,,slag,,,-ṱhavha,-shidzha,,,dlaya,tlhava,,,,,
dsac_ns_4to6_02193,sleeve {of e.g. shirt},,,mou,,,tshanḓa,,,,voko ra xiambalo,,,,,,
dsac_ns_4to6_02194,sleeve {engineering},,,huls,,,siḽivi,,,,xihlanganisi,xilivhi,,,,,
dsac_ns_4to6_02195,slide n. {microscope},,,skyfie,,,siḽaidi,,,,xilayidi,,,,,,
dsac_ns_4to6_02196,slide n. {photography},,,kleurskyfie,,,siḽaidi,,,,xilayidi,,,,,,
dsac_ns_4to6_02197,slimy,,,slymerig,,,-suvhaho,,,,xo rheta,,,,,,
dsac_ns_4to6_02198,slimy trail {snails},,,slymspoor,,,vhukando ha khumba,,,,lembu,,,,,,
dsac_ns_4to6_02199,slope n.,,,helling,skuinste,,ṱhuluwo,tshivhanga,,,xiehlo,,,,,,
dsac_ns_4to6_02200,slot,,,gleuf,,,kubuli,lubuli,,,xikhalonyana,xindhawana,,,,,
dsac_ns_4to6_02201,slow down,,,vertraag,,,fhungudza luvhilo,,,,hunguta rivilo,,,,,,
dsac_ns_4to6_02202,sluice,,,watervoor,,,pontshi,,,,xipfala-pfula mati,xilusi,,,,,
dsac_ns_4to6_02203,smear n.,,,vlek,,,nḓodzo,u shata,u ḓodza,,tshuva,,,,,,
dsac_ns_4to6_02204,smear v.,,,smeer,,,-ḓodza,-shata,,,tota,mbyindla,phyarha,,,,
dsac_ns_4to6_02205,smell n.,,,reuk,,,u fembedza,u ṋukhedza,,,ku nun’hweta,,,,,,
dsac_ns_4to6_02206,smog,,,rookmis,,,buluvhutsi,,,,ntsuvi,ximoko,musi,,,,
dsac_ns_4to6_02207,smoke n.,,,rook,,,mutsi,vhutsi,,,musi,ximoko,,,,,
dsac_ns_4to6_02208,smoke control,,,rookbeheer,,,ndango ya vhutsi,,,,ku lawula musi,,,,,,
dsac_ns_4to6_02209,smooth adj.,,,glad,,,-suvhelelaho,-tswavhelele,,,xo rhetela,,,,,,
dsac_ns_4to6_02210,snail,,,slak,,,khumba,,,,humba,,,,,,
dsac_ns_4to6_02211,snake,,,slang,,,ṋowa,,,,nyoka,,,,,,
dsac_ns_4to6_02212,sniffle,,,snuif,,,u fema,,,,nun’hwetela,mpfikula,,,,,
dsac_ns_4to6_02213,snout,,,snoet,,,ningo ndapfu,,,,nhompfu yo leha,,,,,,
dsac_ns_4to6_02214,snow n.,,,sneeu,,,mahaḓa,,,,gamboko,,,,,,
dsac_ns_4to6_02215,soak,,,deurweek,,,kama,,,,loveka,,,,,,
dsac_ns_4to6_02216,sod,,,sooi,,,gwada,,,,nhova,,,,,,
dsac_ns_4to6_02217,soil,ground,,grond,,,mavu,,,,misava,,,,,,
dsac_ns_4to6_02218,soil sample,,,grondmonster,,,sambula ya mavu,,,,sampulu ya misava,,,,,,
dsac_ns_4to6_02219,soil type,,,grondtipe,grondsoort,,lushaka lwa mavu,,,,muxaka wa misava,,,,,,
dsac_ns_4to6_02220,solar energy,,,sonenergie,,,fulufulu ḽa ḓuvha,,,,matimba ya dyambu,,,,,,
dsac_ns_4to6_02221,solar panel,,,sonpaneel,,,soḽaphaneḽe,,,,phanele ya matimba ya dyambu,,,,,,
dsac_ns_4to6_02222,solar power,,,sonkrag,,,maanḓa a ḓuvha,,,,matimba ya dyambu,,,,,,
dsac_ns_4to6_02223,solder,,,soldeersel,,,mutobvu,,,,xisoloderisi,xisoloderi,ntsofhu,ntsotsoselo,,,
dsac_ns_4to6_02224,soldering,,,soldering,,,swolodela,,,,ku solodela,,,,,,
dsac_ns_4to6_02225,soldering flux,,,smeltmiddel,,,lupuse lwa u swolodela,tshileḓisi tsha u swolodela,,,xisoloderi,,,,,,
dsac_ns_4to6_02226,solenoid {electronics},,,solenoïed,,,solenoidi,,,,solonoyidi,,,,,,
dsac_ns_4to6_02227,solid n.,,,vaste stof,,,tshiomate,,,,ku tiya,ku oma,,,,,
dsac_ns_4to6_02228,solid adj.,,,solied,,,-tsho omaho,,,,xo oma,xo tiya,,,,,
dsac_ns_4to6_02229,solid food,,,vaste kos,,,zwiḽiwa tshiomate,,,,swakudya swo tiya,swakudya swo oma,,,,,
dsac_ns_4to6_02230,solid particle,,,vaste deeltjie,,,tshilavhi tshitalu,,,,xiphemu xo tiya,xiphemu xo oma,,,,,
dsac_ns_4to6_02231,solid state,,,vaste toestand,,,zwa tshiomate,,,,xiyimo xo tiya,xiyimo xo oma,,,,,
dsac_ns_4to6_02232,solubility,,,oplosbaarheid,,,vhuṋwelo,,,,n’oko,,,,,,
dsac_ns_4to6_02233,soluble adj.,,,oplosbaar,,,ṋweledzaho,ṋwaho,,,xo n’oka,,,,,,
dsac_ns_4to6_02234,soluble substance,,,oplosbare stof,,,tshinweleli,,,,nchumu wo n’oka,,,,,,
dsac_ns_4to6_02235,solute {chemistry},,,opgeloste stof,,,tshinweleli,,,,xin’okisi,,,,,,
dsac_ns_4to6_02236,solution,,,oplossing,,,tshiluḓi,,,,soluxini,,,,,,
dsac_ns_4to6_02237,solvent,,,oplosmiddel,,,tshinwelisi,tshiṋokisi,,,xin’okisi,,,,,,
dsac_ns_4to6_02238,soot,,,roet,,,mudziri,midziri,,,nsiti,,,,,,
dsac_ns_4to6_02239,source {e.g. electricity},,,bron,oorsprong,,tshiko,,,,xipfelerisi,xihlovo,,,,,
dsac_ns_4to6_02240,south,,,suid,,,tshipembe,,,,dzonga,,,,,,
dsac_ns_4to6_02241,south-east,,,suid-oos,,,tshipembe-vhubvaḓuvha,,,,dzonga-vuxa,,,,,,
dsac_ns_4to6_02242,south pole,,,suidpool,,,phouḽu ya tshipembe,,,,pholi ya dzonga,,,,,,
dsac_ns_4to6_02243,south-seeking pole,south pole,,suidsoekende pool,suidpool,,phouḽu tsumbatshipembe,,,,tlhelo ra dzonga ra maginete,pholi ya dzonga,,,,,
dsac_ns_4to6_02244,south-west,,,suid-wes,,,tshipembe-vhukovhela,,,,dzonga-vupeladyambu,,,,,,
dsac_ns_4to6_02245,sow v.,,,saai,,,-zwala,,,,byala,,,,,,
dsac_ns_4to6_02246,sowing time,,,planttyd,,,tshifhinga tsha u zwala,,,,nkarhi wo byala,,,,,,
dsac_ns_4to6_02247,soya bean,,,sojaboon,,,ṋawa,,,,nyawa ya soya,,,,,,
dsac_ns_4to6_02248,space n.,,,ruimte,,,tshikhala,,,,xivandla,mpfhuka,vundzeni,ndhawu,,,
dsac_ns_4to6_02249,space suit,,,ruimtepak,,,suthu ya vhaendazwikhalani,,,,mpahla ya van’waswibamubamu,,,,,,
dsac_ns_4to6_02250,sparrow,,,mossie,,,ṱhongola,,,,xindzingiri,,,,,,
dsac_ns_4to6_02251,spatula,,,spatel,,,sipatula,spatula,,,xipatula,xilepulana,,,,,
dsac_ns_4to6_02252,species,,,spesie,,,lushaka,,,,mixaka,,,,,,
dsac_ns_4to6_02253,specification,,,spesifikasie,,,vhusumbedzi,zwidodombedzwa,,,xipimelo,xiringanisi,,,,,
dsac_ns_4to6_02254,specimen,,,monster,,,tsumbo,,,,xikombiso,,,,,,
dsac_ns_4to6_02255,specimen jar,,,monsterfles,,,tshifaratsumbo,,,,jara ya nkombiso,,,,,,
dsac_ns_4to6_02256,speckle,,,spikkel,,,dondo,,,,mfungho,,,,,,
dsac_ns_4to6_02257,speed n.,,,spoed,,,luvhi,,,,rivilo,ringhwetlo,,,,,
dsac_ns_4to6_02258,sperm,,,sperm,,,mbeu,,,,mbewu ya xinuna,vudzonyo,xipeme,,,,
dsac_ns_4to6_02259,sphere n. {shape},,,sfeer,bol,,khungulu,,,,xirhendzevutana,ribolo,,,,,
dsac_ns_4to6_02260,spider,,,spinnekop,,,buvhi,,,,pume,,,,,,
dsac_ns_4to6_02261,spider diagram,,,spinnekopdiagram,,,nyolobuvhi,,,,dayagiramu-xipume,xifaniso xa pume,,,,,
dsac_ns_4to6_02262,spiky adj.,,,skerp,,,-sa lubuvhi,-ngaho mupfa,,,xa mithodzwi,,,,,,
dsac_ns_4to6_02263,spin v.,,,tol,,,-mona,-dzunguluwa,,,ndziwuluta,,,,,,
dsac_ns_4to6_02264,spinach,,,spinasie,,,tshipinishi,,,,xipinichi,,,,,,
dsac_ns_4to6_02265,spiral n.,,,spiraal,,,mutandedzo,,,,xa ntsondzelo,xa xipiringi,,,,,
dsac_ns_4to6_02266,spiral v. {design, staircase},,,spiraal,,,-tandedza,,,,tsondzela,,,,,,
dsac_ns_4to6_02267,spiral-shaped,,,spiraalvormig,,,tandedzaho,,,,xa ntsondzelo,xa xipiringi,,,,,
dsac_ns_4to6_02268,spirit burner,,,spirituslampie,spiritusbrander,,tshikenzekenze,,,,xichuvambara,,,,,,
dsac_ns_4to6_02269,splint n.,,,spalk,,,tshiṱanga,,,,xihlangalala,,,,,,
dsac_ns_4to6_02270,splinter n.,,,splinter,spaander,,lufhanza,,,,ripantsu,xilavi,xipetlu,,,,
dsac_ns_4to6_02271,split v.,,,verdeel,,,-fhandekanya,-fhandula,,,avanyisa,hambanisa,,,,,
dsac_ns_4to6_02272,sponge n.,,,spons,,,tshipontshi,,,,xiponci,xiponji,,,,,
dsac_ns_4to6_02273,spore {ferns},,,spoor,,,luaradzi,,,,mbewu,,,,,,
dsac_ns_4to6_02274,spout,,,tuit,,,lubuli,mulomo,,,ximbhovana,,,,,,
dsac_ns_4to6_02275,spray v.,,,sproei,,,-fafadzela,,,,fafazela,fufutela,,,,,
dsac_ns_4to6_02276,spray can,,,spuitkan,,,tshifafadzeli,,,,xikotela xo fufutela,xithinana xo fufutela,,,,,
dsac_ns_4to6_02277,spread v. {e.g. water vapour},,,versprei,,,-phaḓalala,,,,hangalasa,,,,,,
dsac_ns_4to6_02278,spread out {plants},,,versprei,,,phaḓalala,navha,,,ku hangalaka,ku nava,,,,,
dsac_ns_4to6_02279,spring n.,,,lente,,,luṱavula,luṱumalurere,,,ximun’wana,,,,,,
dsac_ns_4to6_02280,springbuck,,,springbok,,,tsepe,,,,mhala,,,,,,
dsac_ns_4to6_02281,spring rain,,,lentereën,,,mvula ya luṱavula,,,,mpfula ya ximun’wana,mpfula yo sewula,,,,,
dsac_ns_4to6_02282,sprinkle v. {e.g. irrigation system},,,sprinkel,,,-shasha,,,,-fafazela,n’wan’wasela,cheleta ximpfula,,,,
dsac_ns_4to6_02283,sprocket,,,kettingrat,,,sprokethe,tshiprokethe,,,xipurokete,,,,,,
dsac_ns_4to6_02284,spruce n. {tree},,,sparden,,,danda ḽa zwipopola,,,,ntsandze,,,,,,
dsac_ns_4to6_02285,spur n. {e.g. birds},,,spoor,,,tshimbi,,,,ximbhi,,,,,,
dsac_ns_4to6_02286,stability,,,stabiliteit,,,vhudziki,,,,ntshamiseko,,,,,,
dsac_ns_4to6_02287,stabilize v.,,,stabiliseer,,,-dzikisa,,,,tshamisekisa,,,,,,
dsac_ns_4to6_02288,stage {of development or life cycle},,,stadium,,,ḽiga,,,,xiyimo,,,,,,
dsac_ns_4to6_02289,stair,,,trap,,,tshiṱepisi,,,,xitepisi,,,,,,
dsac_ns_4to6_02290,stalk n.,,,stingel,,,mukonyi,,,,rinhi,,,,,,
dsac_ns_4to6_02291,stallion,,,hings,,,bere ya nduna,,,,nkunzi,hanci ya xinuna,,,,,
dsac_ns_4to6_02292,stamen,,,meeldraad,,,luṱameni,,,,xitshama-mbewu ya xinuna,,,,,,
dsac_ns_4to6_02293,stamina,endurance,,stamina,uithouvermoë,,konḓelela,vhukonḓeleli,,,ntiyiselo,matimba,ntamu,,,,
dsac_ns_4to6_02294,stand n.,,,staander,,,thitiki,thikho,,,xiyimiso,xitende,,,,,
dsac_ns_4to6_02295,standard unit,,,standaardeenheid,,,muelondinganyiswa,,,,yuniti ya mpimo,,,,,,
dsac_ns_4to6_02296,starch,,,stysel,,,tshiṱatshi,,,,xitachi,,,,,,
dsac_ns_4to6_02297,state n.,phase,form,toestand,staat,,nyimele,,,,xiyimo,xivumbeko,,,,,
dsac_ns_4to6_02298,static electricity,,,statiese elektrisiteit,,,muḓagasitseṱano,muḓagasikhuṱano,,,gezi ra nkhuhlano,,,,,,
dsac_ns_4to6_02299,stationary adj.,,,stilstaande,onbeweeglik,,-imaho,,,,xo yima,,,,,,
dsac_ns_4to6_02300,steam n.,,,stoom,,,mutsiḓi,,,,nkahelo,,,,,,
dsac_ns_4to6_02301,steam cooker,,,stoompot,,,tshibika nga mutsiḓi,tshibika nga tshitimu,,,xisweka hi nkahelo,,,,,,
dsac_ns_4to6_02302,steam energy,,,stoomkrag,,,fulufulu ḽa mutsiḓi,,,,matimba ya nkahelo,,,,,,
dsac_ns_4to6_02303,steam iron,,,stoomstrykyster,,,aini ya mutsiḓi,aini ya tshitimu,,,ayini ya nkahelo,,,,,,
dsac_ns_4to6_02304,steamship,steamer,,stoomskip,,,tshikepe tsha tshitimu,tshikepe tsha mutsiḓi,,,xikepe,,,,,,
dsac_ns_4to6_02305,steel,,,staal,,,tsimbi,,,,nsimbhi,,,,,,
dsac_ns_4to6_02306,steel wool,,,staalwol,,,tshitiḽiwuḽu,,,,xitiliwulu,,,,,,
dsac_ns_4to6_02307,stem,,,stingel,,,tsinde,,,,nsinya,,,,,,
dsac_ns_4to6_02308,stencil,,,sjabloon,,,tshitensela,,,,xitensele,,,,,,
dsac_ns_4to6_02309,sterilize v.,,,steriliseer,,,-kunakisa,-vhulaha zwitshili,,,xuva,ku dlaya switsongwatsongwana,,,,,
dsac_ns_4to6_02310,stick n.,,,stok,,,thanda,,,,nkhavi,,,,,,
dsac_ns_4to6_02311,sticky,,,klewerig,,,nambatela,,,,xo namarhela,,,,,,
dsac_ns_4to6_02312,sticky tape,,,kleefband,,,theiphi i nambatelaho,,,,thepi yo namarhela,,,,,,
dsac_ns_4to6_02313,stiffness,,,styfheid,,,u khwaṱha,,,,ku nga khotseki,,,,,,
dsac_ns_4to6_02314,stigma,,,stempel,,,tshiṱigima,tshiṱanganedzamuvula,tshiwelamuvula,,xikangatela-mbewu,,,,,,
dsac_ns_4to6_02315,stimulus,,,stimulus,,,tshinyanyuli,,,,xinyanyuri,,,,,,
dsac_ns_4to6_02316,stir v.,,,roer,,,-ritha,,,,hakasa,,,,,,
dsac_ns_4to6_02317,stomach,,,maag,,,thumbu,thumbuthumbu,tshiḽelo,,khwiri,,,,,,
dsac_ns_4to6_02318,stone n. {fruit},pit,,pit,,,thambo,,,,nchila,nyungu,,,,,
dsac_ns_4to6_02319,stone v. {fruit},,,ontpit,,,-bvisa thambo,,,,susa nyungu,,,,,,
dsac_ns_4to6_02320,stopcock,,,afsluitkraan,,,tshivalo,,,,xipfula-pfala,,,,,,
dsac_ns_4to6_02321,stopper,,,stopper,,,tshithivho,tshivalo,stopara,,xipfalo,,,,,,
dsac_ns_4to6_02322,storage,,,berging,,,u vhulunga,,,,vuhlayiselo,,,,,,
dsac_ns_4to6_02323,storage tank,,,opgaartenk,,,thannge ya u vhulungela,,,,thangi,,,,,,
dsac_ns_4to6_02324,store v.,,,berg,,,-vhulunga,,,,hlayisa,,,,,,
dsac_ns_4to6_02325,stored energy,potential energy,,opgegaarde energie,potensiaalenergie,,fulufulu ḽo vhulungwaho,,,,matimba yo hlayiseka,matimba yo hlayisiwa,,,,,
dsac_ns_4to6_02326,storm water,,,stormwater,,,mukumbela,,,,hobomulano,,,,,,
dsac_ns_4to6_02327,strainer,,,vergiettes,,,sefo,,,,sefo,,,,,,
dsac_ns_4to6_02328,stratosphere,,,stratosfeer,,,strathofia,,,,sitirofiya,,,,,,
dsac_ns_4to6_02329,straw {dried stems of e.g. wheat},,,strooi,,,maṱanga,,,,ritlhongwe,,,,,,
dsac_ns_4to6_02330,straw {tube e.g. used in experiments},,,strooitjie,,,strou,,,,xitswongi,,,,,,
dsac_ns_4to6_02331,strawberry {plant},,,aarbeiplant,,,musṱrouberi,,,,muharabeyi,,,,,,
dsac_ns_4to6_02332,strawberry {fruit},,,aarbei,,,sṱrouberi,,,,tiharabeyi,,,,,,
dsac_ns_4to6_02333,stream n.,,,stroom,,,ludambwana,,,,xinambyana,xinkobyana,,,,,
dsac_ns_4to6_02334,strength,,,sterkte,,,u dzia,u khwaṱha,,,matimba,ntamu,,,,,
dsac_ns_4to6_02335,stretch v.,,,rek,,,-tatamuwa,,,,tsanyula,tsanyusa,,,,,
dsac_ns_4to6_02336,string n.,,,tou,lyn,,muḓali,,,,rincindha,,,,,,
dsac_ns_4to6_02337,strip n.,,,strook,,,lumveru,luvhemba,lumengu,,xitoki,xitiripi,,,,,
dsac_ns_4to6_02338,strip v.,,,afstroop,,,-kwatula,-swotola,,,vandla,kwamula,,,,,
dsac_ns_4to6_02339,stripe,,,streep,,,mitalatala,,,,mikhwazi,xitiripi,,,,,
dsac_ns_4to6_02340,strong wind,,,sterk wind,,,ḓumbu,,,,xidzedze,,,,,,
dsac_ns_4to6_02341,structure n.,,,struktuur,,,tshifhaṱo,,,,xivumbeko,,,,,,
dsac_ns_4to6_02342,strut n.,,,stut,,,thikho,,,,xitiysis,,,,,,
dsac_ns_4to6_02343,sturdy,,,stewig,,,khwaṱhaho,,,,xo tiya,,,,,,
dsac_ns_4to6_02344,style n. {of a flower},,,styl,,,tshitaila,,,,xikhoma-xiluva,nsinya wa xiluva,xirhelelo,,,,
dsac_ns_4to6_02345,substance,,,stof,,,tshithu,tshishumiswa,,,nchumu,,,,,,
